Region,Province,City,year,month,EMP_w,observed,projection_reliance,ts_model
NCR,NCR,Makati City,2027,2,417123.2841575313,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2027,3,422737.1714574989,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2027,4,418651.18301367055,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2027,5,395882.1910947509,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2027,6,361712.59919761954,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2027,7,369647.45677115896,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2027,8,378650.7494442601,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2027,9,362991.4818814704,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2027,10,358921.97143421526,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2027,11,379159.36355607683,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2027,12,366436.8275972738,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2028,1,364627.25177425524,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2028,2,351100.9158524541,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2028,3,355826.2357935167,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2028,4,352386.978530072,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2028,5,346389.0,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2028,6,346389.0,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2028,7,346389.0,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2028,8,346389.0,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2028,9,346389.0,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2028,10,346389.0,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2028,11,346389.0,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2028,12,346389.0,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2029,1,346389.0,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2029,2,346389.0,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2029,3,346389.0,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2029,4,346389.0,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2029,5,346389.0,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2029,6,346389.0,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2029,7,346389.0,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2029,8,346389.0,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2029,9,346389.0,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2029,10,346389.0,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2029,11,346389.0,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Makati City,2029,12,346389.0,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2025,1,152019.9658872536,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2025,2,146532.2311165918,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2025,3,157598.7870053128,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2025,4,160169.43272196266,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2025,5,163685.3877339765,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2025,6,130974.23917916302,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2025,7,148258.83081214578,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2025,8,164526.70884328338,False,time_series,"ETS(A,A,A)_log"
NCR,NCR,Malabon City,2025,9,173463.36025518092,False,time_series,"ETS(A,A,A)_log"
