Region,Area_display,Area_slug,Date,RAINFALL_mm,TMAX_C,TMIN_C,TAVG,RH_pct,WIND_SPEED,WIND_DIRECTION,wet_day_1mm,heavy_rain_50mm
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-10-14,1.2,30.8,24.6,27.700000000000003,80.0,1.0,80.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-10-13,0.0,31.5,22.7,27.1,82.0,2.0,160.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-10-12,11.2,27.8,23.2,25.5,92.0,3.0,160.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-10-11,305.4,29.1,23.2,26.15,94.0,2.0,140.0,1,1
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-10-10,2.8,31.8,24.7,28.25,82.0,2.0,60.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-10-09,0.0,32.3,25.5,28.9,76.0,2.0,140.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-10-08,12.4,31.8,24.8,28.3,84.0,1.0,60.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-10-07,1.0,31.7,24.8,28.25,81.0,1.0,70.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-10-06,0.0,32.1,25.7,28.9,77.0,2.0,280.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-10-05,0.6,32.5,25.0,28.75,79.0,2.0,40.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-10-27,0.0,32.4,25.7,29.05,68.0,2.0,100.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-10-29,0.0,30.8,24.6,27.700000000000003,80.0,1.0,50.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-11-22,0.0,31.5,23.3,27.4,71.0,2.0,90.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-11-11,34.9,30.9,22.7,26.8,85.0,3.0,340.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-11-21,0.0,31.8,23.2,27.5,76.0,2.0,300.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-11-20,0.0,31.3,25.1,28.200000000000003,78.0,1.0,300.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-11-19,0.0,31.5,23.3,27.4,78.0,1.0,60.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-11-18,0.0,31.6,23.7,27.65,78.0,2.0,70.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-11-17,0.0,31.5,23.9,27.7,81.0,1.0,310.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-11-16,1.2,31.1,24.5,27.8,81.0,2.0,290.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-11-15,0.0,31.5,24.6,28.05,81.0,2.0,280.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-11-14,0.0,32.0,25.1,28.55,79.0,1.0,90.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-11-13,0.0,33.3,24.2,28.75,73.0,3.0,170.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-11-12,28.9,28.8,23.7,26.25,80.0,4.0,120.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-11-10,8.8,31.6,24.0,27.8,81.0,1.0,290.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-10-30,0.0,32.0,24.5,28.25,79.0,1.0,80.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-11-09,0.0,32.1,25.2,28.65,75.0,1.0,130.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-11-08,0.0,31.3,25.0,28.15,80.0,2.0,110.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-11-07,4.0,30.9,24.2,27.55,84.0,1.0,100.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-11-06,0.0,30.3,23.8,27.05,84.0,2.0,240.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-11-05,0.0,31.0,24.2,27.6,82.0,1.0,60.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-11-04,9.6,32.2,25.0,28.6,82.0,2.0,20.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-11-03,0.0,32.7,24.8,28.75,75.0,4.0,160.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-11-02,0.5,31.1,24.7,27.9,73.0,2.0,140.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-11-01,3.0,28.1,24.2,26.15,80.0,2.0,360.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-10-31,0.0,32.3,23.6,27.95,73.0,2.0,90.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-09-18,16.6,25.0,21.8,23.4,93.0,2.0,20.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-09-16,4.0,24.5,21.8,23.15,98.0,4.0,140.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-06-05,0.0,30.0,22.8,26.4,78.0,3.0,10.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-09-15,67.8,24.7,22.0,23.35,96.0,5.0,30.0,1,1
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-02,0.5,29.6,22.0,25.8,83.0,3.0,20.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-03,2.0,27.7,22.0,24.85,84.0,2.0,50.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-04,4.2,28.0,21.5,24.75,89.0,2.0,50.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-05,0.0,29.5,22.5,26.0,82.0,2.0,120.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-06,2.2,29.0,22.1,25.55,82.0,2.0,140.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-07,0.0,28.5,22.5,25.5,84.0,3.0,20.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-08,0.0,28.5,22.6,25.55,82.0,1.0,80.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-09,0.0,29.5,23.5,26.5,82.0,2.0,90.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-10,0.0,29.8,23.0,26.4,83.0,2.0,20.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-11,0.3,30.0,22.4,26.2,87.0,2.0,280.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-12,18.7,28.0,22.4,25.2,87.0,2.0,280.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-13,6.8,25.0,21.5,23.25,95.0,2.0,290.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-14,0.0,30.0,22.5,26.25,81.0,2.0,290.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-15,0.0,29.6,22.9,26.25,84.0,2.0,10.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-16,1.0,28.5,22.5,25.5,81.0,3.0,40.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-17,0.0,29.0,22.4,25.7,85.0,3.0,40.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-18,5.8,28.7,21.2,24.95,78.0,3.0,40.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-19,7.0,26.5,21.0,23.75,90.0,2.0,40.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-20,0.0,27.5,21.2,24.35,86.0,2.0,330.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-21,16.4,28.5,21.5,25.0,84.0,2.0,10.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-22,0.8,27.5,22.5,25.0,90.0,3.0,10.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-23,5.7,29.3,22.0,25.65,86.0,2.0,30.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-24,0.0,27.5,22.6,25.05,89.0,2.0,40.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-01,0.0,29.6,22.5,26.05,77.0,2.0,210.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-06-30,0.2,27.4,21.5,24.45,86.0,2.0,280.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-06-29,0.0,27.5,22.0,24.75,90.0,2.0,290.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-06-16,1.2,28.4,21.8,25.1,84.0,2.0,50.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-06-06,0.0,30.5,22.9,26.7,80.0,2.0,30.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-06-07,0.0,30.0,22.8,26.4,83.0,2.0,60.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-06-08,0.0,28.1,22.3,25.200000000000003,87.0,2.0,350.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-06-09,0.0,29.0,22.2,25.6,80.0,2.0,340.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-06-10,20.6,26.0,22.0,24.0,91.0,2.0,20.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-06-11,24.4,27.0,21.8,24.4,87.0,2.0,140.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-06-12,0.0,27.0,21.5,24.25,96.0,3.0,160.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-06-13,0.0,27.5,22.5,25.0,90.0,2.0,80.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-06-14,0.0,28.7,22.0,25.35,84.0,2.0,70.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-06-15,0.0,27.0,22.0,24.5,83.0,2.0,20.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-06-17,1.8,28.8,22.0,25.4,81.0,3.0,10.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-06-28,10.5,27.0,21.3,24.15,92.0,2.0,290.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-06-18,0.0,29.5,23.0,26.25,83.0,2.0,20.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-06-19,61.0,26.0,21.5,23.75,95.0,2.0,120.0,1,1
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-06-20,10.0,27.8,21.5,24.65,89.0,2.0,290.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-06-21,1.0,28.0,21.3,24.65,84.0,2.0,280.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-06-22,0.0,29.6,23.0,26.3,82.0,2.0,30.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-06-23,0.5,30.5,22.7,26.6,89.0,3.0,70.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-06-24,0.0,29.5,22.4,25.95,82.0,2.0,30.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-06-25,3.0,29.5,21.4,25.45,81.0,3.0,350.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-06-26,8.6,27.0,21.3,24.15,88.0,3.0,20.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-06-27,15.7,26.0,21.5,23.75,90.0,2.0,40.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-25,0.6,29.0,21.5,25.25,83.0,2.0,310.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-26,0.0,29.2,22.0,25.6,82.0,2.0,320.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-27,0.0,29.5,22.0,25.75,86.0,2.0,20.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-09-03,4.0,29.5,22.0,25.75,85.0,2.0,220.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-24,0.0,28.3,23.0,25.65,88.0,2.0,250.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-25,0.4,27.5,23.0,25.25,90.0,3.0,250.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-26,0.0,28.0,22.0,25.0,90.0,3.0,250.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-27,0.0,28.7,21.6,25.15,84.0,2.0,280.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-28,0.0,26.7,21.8,24.25,90.0,2.0,300.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-29,0.0,26.9,22.5,24.7,89.0,4.0,250.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-30,6.0,24.5,20.9,22.7,93.0,4.0,250.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-31,0.0,27.5,21.2,24.35,89.0,2.0,300.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-09-01,0.0,27.0,21.6,24.3,87.0,3.0,280.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-09-02,0.0,28.5,22.2,25.35,88.0,3.0,300.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-09-04,0.0,30.0,22.7,26.35,86.0,2.0,300.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-22,0.0,29.7,21.6,25.65,84.0,2.0,320.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-09-05,0.2,29.2,23.0,26.1,86.0,2.0,300.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-09-06,7.6,28.0,22.3,25.15,88.0,2.0,300.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-09-07,22.0,28.7,22.1,25.4,89.0,2.0,140.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-09-08,0.0,28.8,22.5,25.65,83.0,2.0,40.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-09-09,0.0,29.0,22.0,25.5,82.0,3.0,340.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-09-10,32.0,30.4,22.0,26.2,84.0,1.0,40.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-09-11,0.4,28.4,22.5,25.45,86.0,2.0,90.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-09-12,1.7,25.0,21.5,23.25,85.0,1.0,40.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-09-13,0.0,28.6,21.5,25.05,80.0,3.0,340.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-09-14,21.0,29.8,21.6,25.700000000000003,83.0,2.0,360.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-23,0.0,28.0,22.4,25.2,87.0,3.0,320.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-21,0.0,26.0,21.3,23.65,92.0,2.0,300.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-28,4.6,27.5,21.8,24.65,89.0,2.0,340.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-08,2.0,24.6,21.0,22.8,92.0,2.0,290.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-29,65.4,25.0,21.0,23.0,99.0,2.0,210.0,1,1
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-30,13.9,26.4,21.8,24.1,96.0,3.0,220.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-07-31,1.2,27.5,22.0,24.75,93.0,2.0,110.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-01,18.6,25.6,20.2,22.9,94.0,2.0,290.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-02,0.0,25.5,22.1,23.8,89.0,2.0,290.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-03,0.0,30.0,22.6,26.3,84.0,2.0,180.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-04,3.2,29.0,22.0,25.5,85.0,3.0,10.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-05,6.2,27.0,21.7,24.35,91.0,3.0,40.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-06,30.9,25.5,20.2,22.85,94.0,4.0,10.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-07,10.3,26.5,21.0,23.75,91.0,2.0,290.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-09,3.0,24.8,21.3,23.05,93.0,4.0,200.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-20,12.2,26.0,21.3,23.65,93.0,2.0,340.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-10,1.8,27.0,21.9,24.45,90.0,2.0,280.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-11,0.0,27.0,22.0,24.5,85.0,2.0,90.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-12,0.0,24.8,21.1,22.950000000000003,89.0,3.0,20.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-13,29.6,27.5,21.3,24.4,89.0,2.0,290.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-14,17.0,27.3,21.1,24.200000000000003,92.0,1.0,280.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-15,40.0,27.0,21.0,24.0,92.0,2.0,330.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-16,25.6,27.5,21.0,24.25,90.0,2.0,300.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-17,1.8,27.0,22.0,24.5,90.0,3.0,350.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-18,0.0,29.3,21.8,25.55,89.0,3.0,350.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-08-19,29.8,25.5,21.0,23.25,89.0,2.0,320.0,1,0
NCR,Manila,manila,2020-04-16,3.0,34.4,26.3,30.35,68.0,2.0,20.0,1,0
NCR,Manila,manila,2020-04-15,0.0,33.0,26.4,29.7,69.0,2.0,290.0,0,0
NCR,Manila,manila,2020-04-14,0.0,31.5,26.0,28.75,65.0,3.0,140.0,0,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-11-08,0.0,31.6,24.9,28.25,91.0,2.0,360.0,0,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-11,13.2,29.2,24.0,26.6,94.0,4.0,180.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-10,13.6,32.4,25.0,28.7,82.0,2.0,180.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-09,7.0,30.4,24.0,27.2,81.0,2.0,180.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-08,9.8,32.4,24.0,28.2,80.0,2.0,270.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-07,8.4,33.2,25.0,29.1,79.0,2.0,270.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-06,0.0,32.2,26.0,29.1,71.0,2.0,250.0,0,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-05,0.0,34.0,25.7,29.85,71.0,2.0,270.0,0,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-04,0.0,33.4,26.5,29.95,74.0,3.0,180.0,0,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-03,7.4,32.6,25.2,28.9,84.0,2.0,20.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-02,0.0,32.4,24.5,28.45,84.0,2.0,360.0,0,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-01,14.0,33.4,24.6,29.0,74.0,2.0,180.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-09-30,0.0,33.3,26.0,29.65,76.0,1.0,360.0,0,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-09-29,1.8,33.6,24.8,29.200000000000003,79.0,2.0,360.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-09-28,3.2,33.9,24.6,29.25,81.0,2.0,360.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-09-27,0.0,33.6,25.2,29.4,76.0,3.0,180.0,0,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-09-26,2.0,33.1,24.4,28.75,78.0,3.0,180.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-09-25,0.0,32.5,25.2,28.85,82.0,2.0,180.0,0,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-09-24,4.8,33.6,24.6,29.1,82.0,2.0,360.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-09-23,41.0,33.2,24.3,28.75,85.0,2.0,360.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-09-22,5.2,34.3,24.6,29.45,70.0,2.0,320.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-09-21,0.0,34.2,26.4,30.3,70.0,1.0,360.0,0,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-09-20,6.8,35.1,25.8,30.450000000000003,77.0,2.0,360.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-09-19,0.0,33.3,24.8,29.05,75.0,2.0,10.0,0,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-12,10.5,29.5,24.4,26.95,88.0,2.0,180.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-13,0.0,33.3,24.0,28.65,75.0,2.0,90.0,0,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-14,10.8,31.6,24.8,28.200000000000003,79.0,2.0,360.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-27,9.6,30.7,24.5,27.6,85.0,2.0,180.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-11-06,0.0,33.0,25.2,29.1,79.0,2.0,360.0,0,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-11-05,0.0,32.3,24.9,28.6,74.0,1.0,180.0,0,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-11-04,0.0,30.3,24.9,27.6,84.0,2.0,180.0,0,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-11-03,0.0,31.8,24.7,28.25,78.0,2.0,180.0,0,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-11-02,2.0,28.7,23.6,26.15,87.0,2.0,180.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-11-01,15.9,26.6,23.5,25.05,81.0,4.0,340.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-31,0.0,32.4,24.0,28.2,70.0,4.0,40.0,0,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-30,22.4,34.2,24.9,29.55,77.0,2.0,320.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-29,0.0,32.2,26.0,29.1,80.0,2.0,20.0,0,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-28,1.2,32.0,23.0,27.5,82.0,2.0,360.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-26,31.4,27.7,23.5,25.6,94.0,3.0,20.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-15,0.0,30.0,24.6,27.3,85.0,2.0,180.0,0,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-25,6.6,33.2,25.0,29.1,83.0,4.0,350.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-24,65.0,31.8,23.4,27.6,89.0,2.0,180.0,1,1
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-23,7.0,29.5,24.2,26.85,91.0,3.0,180.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-22,12.7,29.1,24.4,26.75,95.0,4.0,180.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-21,36.6,28.2,24.0,26.1,97.0,6.0,180.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-20,21.4,28.6,24.2,26.4,93.0,3.0,180.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-19,0.0,33.1,25.4,29.25,73.0,2.0,360.0,0,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-18,1.2,28.0,23.4,25.7,88.0,2.0,270.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-17,2.4,30.0,24.4,27.2,80.0,2.0,360.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-10-16,0.0,33.0,24.6,28.8,78.0,2.0,290.0,0,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-09-18,26.0,32.0,24.3,28.15,82.0,2.0,180.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-09-17,0.0,29.4,24.6,27.0,86.0,4.0,180.0,0,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-09-16,6.4,30.4,25.2,27.8,93.0,2.0,180.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-08-09,70.4,25.9,23.6,24.75,98.0,4.0,180.0,1,1
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-08-19,35.4,32.7,23.1,27.9,83.0,2.0,180.0,1,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-08-18,0.8,32.8,25.0,28.9,83.0,2.0,360.0,0,0
Region III (Central Luzon),"Clark, Pampanga",clark pampanga,2020-08-17,5.6,31.0,25.0,28.0,91.0,2.0,180.0,1,0
