Region,Area_display,Area_slug,Date,RAINFALL_mm,TMAX_C,TMIN_C,TAVG,RH_pct,WIND_SPEED,WIND_DIRECTION,wet_day_1mm,heavy_rain_50mm
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-05-19,0.0,29.3,22.8,26.05,89.0,1.0,290.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-05-20,0.0,30.5,23.5,27.0,85.0,2.0,50.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-05-22,4.0,30.0,24.0,27.0,85.0,2.0,290.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-05-09,0.0,30.2,23.0,26.6,80.0,3.0,120.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-05-23,23.0,28.4,21.9,25.15,87.0,2.0,280.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-05-24,0.0,28.5,23.0,25.75,81.0,2.0,280.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-05-25,0.0,29.5,23.8,26.65,80.0,2.0,270.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-05-26,0.0,29.0,22.2,25.6,81.0,2.0,140.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-05-27,9.6,29.0,23.0,26.0,84.0,2.0,100.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-05-28,2.0,29.0,22.5,25.75,88.0,4.0,140.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-05-29,0.0,29.7,22.5,26.1,83.0,2.0,40.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-05-30,0.0,29.0,22.0,25.5,85.0,2.0,30.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-05-31,0.0,28.8,22.5,25.65,73.0,3.0,50.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-06-01,0.0,28.2,22.5,25.35,82.0,3.0,60.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-05-10,0.0,30.5,23.0,26.75,76.0,2.0,20.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-05-08,0.0,31.0,22.6,26.8,78.0,3.0,40.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-04-14,0.0,23.5,20.6,22.05,90.0,4.0,10.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-04-25,0.0,28.9,21.5,25.2,78.0,3.0,20.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-04-15,0.0,28.0,21.0,24.5,86.0,2.0,100.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-04-16,0.0,28.4,21.5,24.95,86.0,3.0,10.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-04-17,1.4,27.4,21.8,24.6,83.0,3.0,10.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-04-18,3.0,29.0,21.8,25.4,85.0,3.0,60.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-04-19,0.0,28.0,22.0,25.0,84.0,3.0,20.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-04-20,0.0,29.4,21.5,25.45,81.0,3.0,20.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-04-21,0.0,29.5,22.5,26.0,79.0,3.0,20.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-04-22,0.0,29.5,22.5,26.0,79.0,3.0,40.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-04-23,0.0,29.0,21.7,25.35,83.0,3.0,20.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-04-24,0.0,29.0,21.5,25.25,78.0,3.0,40.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-04-26,0.0,28.0,21.7,24.85,84.0,3.0,30.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-05-07,0.0,31.5,23.0,27.25,80.0,2.0,130.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-04-27,0.0,28.2,21.5,24.85,78.0,3.0,40.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-04-28,0.0,29.3,21.0,25.15,75.0,3.0,80.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-04-29,0.0,28.0,21.9,24.95,80.0,3.0,10.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-04-30,0.0,28.5,21.6,25.05,80.0,3.0,30.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-05-01,0.0,28.9,21.3,25.1,73.0,3.0,20.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-05-02,1.0,29.5,22.2,25.85,75.0,3.0,350.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-05-03,21.6,25.2,22.5,23.85,93.0,3.0,10.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-05-04,0.0,29.6,23.0,26.3,85.0,3.0,70.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-05-05,0.0,29.8,22.6,26.200000000000003,83.0,3.0,40.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-05-06,0.0,31.0,23.5,27.25,80.0,2.0,20.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-02-21,0.0,23.4,17.6,20.5,81.0,6.0,30.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-02-19,0.0,22.8,18.0,20.4,82.0,6.0,10.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-06-03,0.0,29.0,23.1,26.05,83.0,2.0,150.0,0,0
Region III (Central Luzon),"Muñoz, Nueva Ecija",munoz nueva ecija,2020-12-30,10.6,32.0,23.5,27.75,74.0,4.0,20.0,1,0
NCR,Manila,manila,2020-07-02,0.0,34.5,27.0,30.75,65.0,2.0,220.0,0,0
NCR,Manila,manila,2020-07-01,0.0,33.1,26.5,29.8,67.0,3.0,220.0,0,0
NCR,Manila,manila,2020-06-30,0.0,32.2,26.5,29.35,74.0,3.0,220.0,0,0
NCR,Manila,manila,2020-06-29,0.8,31.4,26.7,29.05,75.0,3.0,220.0,0,0
NCR,Manila,manila,2020-06-28,7.7,32.1,26.0,29.05,79.0,3.0,90.0,1,0
NCR,Manila,manila,2020-06-27,3.3,33.7,25.9,29.8,70.0,3.0,20.0,1,0
NCR,Manila,manila,2020-06-26,1.0,34.1,25.7,29.9,69.0,2.0,90.0,1,0
NCR,Manila,manila,2020-06-25,19.0,34.0,25.5,29.75,76.0,2.0,320.0,1,0
NCR,Manila,manila,2020-06-24,0.0,34.8,27.0,30.9,72.0,3.0,340.0,0,0
NCR,Manila,manila,2020-06-23,0.0,35.8,26.4,31.1,70.0,3.0,220.0,0,0
NCR,Manila,manila,2020-06-22,33.1,34.8,27.5,31.15,73.0,3.0,20.0,1,0
NCR,Manila,manila,2020-06-21,0.0,35.0,27.8,31.4,68.0,3.0,20.0,0,0
NCR,Manila,manila,2020-06-20,0.3,32.3,26.3,29.3,74.0,2.0,210.0,0,0
NCR,Manila,manila,2020-06-19,0.5,32.0,25.5,28.75,76.0,2.0,340.0,0,0
NCR,Manila,manila,2020-06-18,0.1,34.1,26.4,30.25,65.0,2.0,220.0,0,0
NCR,Manila,manila,2020-06-17,0.0,34.9,26.5,30.7,64.0,3.0,140.0,0,0
NCR,Manila,manila,2020-06-16,0.0,34.6,27.0,30.8,65.0,2.0,270.0,0,0
NCR,Manila,manila,2020-06-15,26.6,30.4,25.3,27.85,79.0,2.0,250.0,1,0
NCR,Manila,manila,2020-06-14,0.0,34.4,27.3,30.85,65.0,3.0,40.0,0,0
NCR,Manila,manila,2020-06-13,0.0,33.7,27.3,30.5,66.0,3.0,110.0,0,0
NCR,Manila,manila,2020-06-12,0.0,30.5,26.0,28.25,76.0,3.0,140.0,0,0
NCR,Manila,manila,2020-06-11,141.1,32.5,25.4,28.95,84.0,4.0,180.0,1,1
NCR,Manila,manila,2020-06-10,26.6,32.0,24.8,28.4,81.0,3.0,70.0,1,0
NCR,Manila,manila,2020-07-03,0.0,35.4,26.5,30.95,66.0,2.0,90.0,0,0
NCR,Manila,manila,2020-07-04,9.2,32.0,25.2,28.6,84.0,2.0,20.0,1,0
NCR,Manila,manila,2020-07-05,0.0,33.7,26.7,30.200000000000003,71.0,3.0,220.0,0,0
NCR,Manila,manila,2020-07-18,0.0,34.8,27.0,30.9,59.0,3.0,110.0,0,0
NCR,Manila,manila,2020-07-28,0.0,30.8,23.5,27.15,74.0,3.0,180.0,0,0
NCR,Manila,manila,2020-07-27,15.8,33.4,26.0,29.7,76.0,3.0,180.0,1,0
NCR,Manila,manila,2020-07-26,8.5,34.7,26.5,30.6,71.0,2.0,200.0,1,0
NCR,Manila,manila,2020-07-25,0.4,34.8,25.3,30.05,69.0,2.0,40.0,0,0
NCR,Manila,manila,2020-07-24,0.0,31.8,26.5,29.15,73.0,2.0,40.0,0,0
NCR,Manila,manila,2020-07-23,0.8,34.9,25.9,30.4,67.0,2.0,360.0,0,0
NCR,Manila,manila,2020-07-22,0.0,32.3,27.0,29.65,76.0,2.0,280.0,0,0
NCR,Manila,manila,2020-07-21,18.6,33.0,24.0,28.5,74.0,2.0,250.0,1,0
NCR,Manila,manila,2020-07-20,0.0,34.7,27.0,30.85,68.0,2.0,110.0,0,0
NCR,Manila,manila,2020-07-19,11.1,33.5,26.0,29.75,71.0,2.0,110.0,1,0
NCR,Manila,manila,2020-07-17,0.4,35.3,26.8,31.05,68.0,3.0,160.0,0,0
NCR,Manila,manila,2020-07-06,0.5,35.7,26.7,31.200000000000003,69.0,3.0,210.0,0,0
NCR,Manila,manila,2020-07-16,0.0,35.3,25.2,30.25,61.0,2.0,340.0,0,0
NCR,Manila,manila,2020-07-15,1.2,34.1,26.1,30.1,68.0,3.0,70.0,1,0
NCR,Manila,manila,2020-07-14,0.0,33.4,26.8,30.1,68.0,3.0,220.0,0,0
NCR,Manila,manila,2020-07-13,4.0,28.7,25.6,27.15,82.0,2.0,170.0,1,0
NCR,Manila,manila,2020-07-12,1.0,32.0,26.5,29.25,76.0,2.0,20.0,1,0
NCR,Manila,manila,2020-07-11,1.0,33.5,26.5,30.0,74.0,2.0,220.0,1,0
NCR,Manila,manila,2020-07-10,1.0,34.4,26.2,30.3,70.0,2.0,200.0,1,0
NCR,Manila,manila,2020-07-09,0.0,34.8,28.0,31.4,71.0,2.0,140.0,0,0
NCR,Manila,manila,2020-07-08,1.4,33.6,26.5,30.05,72.0,2.0,320.0,1,0
NCR,Manila,manila,2020-07-07,0.0,34.1,27.2,30.65,64.0,2.0,290.0,0,0
NCR,Manila,manila,2020-06-09,2.5,33.0,27.0,30.0,70.0,2.0,340.0,1,0
NCR,Manila,manila,2020-06-08,0.0,34.9,27.0,30.95,63.0,2.0,110.0,0,0
NCR,Manila,manila,2020-06-07,0.2,35.5,27.5,31.5,65.0,3.0,140.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-02-06,3.4,22.5,20.5,21.5,92.0,6.0,30.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-27,0.0,27.5,20.0,23.75,80.0,2.0,140.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-28,0.0,27.4,19.0,23.2,78.0,1.0,110.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-29,0.0,26.5,19.3,22.9,82.0,1.0,240.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-30,4.6,25.2,17.8,21.5,90.0,3.0,120.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-31,1.4,21.3,17.2,19.25,89.0,4.0,20.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-02-01,0.0,22.5,17.2,19.85,86.0,3.0,10.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-02-02,1.5,24.0,17.0,20.5,88.0,4.0,10.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-02-03,0.5,19.9,17.5,18.7,84.0,4.0,40.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-02-04,0.0,23.8,18.4,21.1,77.0,3.0,30.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-02-05,1.0,23.8,19.4,21.6,86.0,3.0,10.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-02-07,18.6,23.9,20.0,21.95,95.0,4.0,60.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-25,0.0,23.5,19.8,21.65,94.0,3.0,20.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-02-08,1.0,25.3,19.6,22.450000000000003,93.0,2.0,20.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-02-09,0.5,22.0,18.5,20.25,89.0,4.0,360.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-02-10,0.0,21.5,18.3,19.9,84.0,6.0,30.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-02-11,0.0,23.0,18.0,20.5,82.0,4.0,40.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-02-12,0.0,24.0,18.5,21.25,82.0,4.0,40.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-02-13,0.0,22.0,19.2,20.6,90.0,3.0,10.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-02-14,0.0,24.5,19.5,22.0,84.0,4.0,30.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-02-15,0.0,25.3,18.7,22.0,78.0,3.0,50.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-02-16,0.0,26.0,19.8,22.9,82.0,3.0,30.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-02-17,1.4,24.0,19.0,21.5,88.0,4.0,40.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-26,0.0,26.7,20.0,23.35,90.0,2.0,250.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-24,19.6,23.5,19.4,21.45,91.0,4.0,40.0,1,0
NCR,Manila,manila,2020-06-06,0.0,35.5,28.0,31.75,61.0,3.0,140.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-11,0.0,26.0,19.5,22.75,84.0,2.0,20.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-01,15.3,22.8,20.5,21.65,97.0,6.0,20.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-02,1.2,23.0,20.3,21.65,83.0,7.0,10.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-03,0.0,23.5,20.2,21.85,79.0,5.0,10.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-04,6.0,23.3,19.1,21.200000000000003,87.0,5.0,10.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-05,0.5,23.0,19.5,21.25,84.0,6.0,10.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-06,0.0,23.8,19.8,21.8,75.0,4.0,20.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-07,9.0,24.4,19.9,22.15,87.0,4.0,350.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-08,1.0,24.5,19.3,21.9,91.0,5.0,10.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-09,0.0,24.0,20.0,22.0,85.0,4.0,40.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-10,2.0,24.9,19.8,22.35,91.0,3.0,30.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-12,0.0,26.0,19.8,22.9,84.0,2.0,320.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-23,0.5,25.2,19.5,22.35,80.0,3.0,30.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-13,0.0,25.0,20.0,22.5,88.0,3.0,10.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-14,0.0,24.0,20.2,22.1,90.0,5.0,20.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-15,0.0,23.5,20.0,21.75,89.0,5.0,20.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-16,0.0,26.2,20.7,23.45,83.0,3.0,10.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-17,0.0,25.4,20.5,22.95,91.0,2.0,340.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-18,0.0,25.3,19.8,22.55,90.0,4.0,10.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-19,0.0,24.0,20.0,22.0,90.0,3.0,20.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-20,0.0,23.0,19.5,21.25,90.0,4.0,40.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-21,0.0,23.5,19.5,21.5,77.0,5.0,40.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-01-22,0.0,24.2,19.5,21.85,73.0,3.0,20.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-06-02,0.0,29.5,23.0,26.25,77.0,2.0,50.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-06-04,0.0,31.0,23.2,27.1,80.0,2.0,30.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-10-04,0.6,32.1,24.9,28.5,81.0,2.0,210.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-09-17,4.0,24.0,21.4,22.7,97.0,4.0,150.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-18,6.6,31.7,24.1,27.9,79.0,2.0,270.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-17,0.0,31.4,24.8,28.1,70.0,3.0,300.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-16,0.0,32.0,23.1,27.55,67.0,2.0,50.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-15,0.0,31.9,24.1,28.0,71.0,2.0,60.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-14,0.0,31.8,24.1,27.950000000000003,78.0,2.0,50.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-13,0.0,31.3,23.9,27.6,83.0,1.0,70.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-12,0.0,31.5,24.1,27.8,81.0,1.0,70.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-11,0.0,31.6,24.5,28.05,82.0,2.0,70.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-10,0.0,30.6,24.1,27.35,80.0,1.0,40.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-09,0.0,31.5,25.1,28.3,76.0,2.0,310.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-08,0.0,32.9,24.1,28.5,73.0,1.0,60.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-07,0.0,31.0,25.5,28.25,78.0,2.0,80.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-06,0.0,31.5,25.1,28.3,81.0,2.0,290.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-05,0.0,31.2,24.2,27.7,82.0,2.0,90.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-04,0.0,31.0,24.1,27.55,82.0,1.0,300.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-03,0.0,31.5,25.3,28.4,83.0,1.0,360.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-02,0.0,31.0,23.0,27.0,81.0,3.0,30.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-01,0.0,30.4,21.8,26.1,72.0,1.0,300.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-11-30,0.0,31.6,22.7,27.15,65.0,2.0,290.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-11-29,0.2,29.3,24.6,26.950000000000003,78.0,2.0,60.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-11-28,10.1,31.3,23.7,27.5,78.0,2.0,90.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-11-27,0.0,30.1,24.2,27.15,79.0,1.0,130.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-11-26,2.9,31.1,24.0,27.55,70.0,2.0,40.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-19,2.4,27.1,24.1,25.6,81.0,2.0,130.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-20,0.0,30.4,25.2,27.8,71.0,2.0,90.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-21,0.0,30.5,23.7,27.1,71.0,1.0,60.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-09-29,7.7,27.8,21.8,24.8,91.0,2.0,320.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-09-19,0.0,28.5,21.5,25.0,84.0,2.0,320.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-09-20,0.0,28.5,21.0,24.75,86.0,2.0,350.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-09-21,0.0,29.0,22.0,25.5,78.0,2.0,20.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-09-22,0.4,27.5,22.0,24.75,86.0,2.0,320.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-09-23,27.3,28.5,21.5,25.0,89.0,3.0,320.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-09-24,22.0,28.3,22.2,25.25,90.0,2.0,340.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-09-25,7.6,26.5,21.8,24.15,89.0,2.0,350.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-09-26,1.4,28.0,22.0,25.0,87.0,2.0,340.0,1,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-09-27,0.0,29.5,21.8,25.65,85.0,2.0,310.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-09-28,0.0,30.6,21.8,26.200000000000003,82.0,2.0,300.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-09-30,0.0,27.9,22.4,25.15,89.0,2.0,280.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-22,0.0,30.8,23.7,27.25,76.0,1.0,40.0,0,0
Region IV-A (Calabarzon),"Tanay, Rizal",tanay rizal,2020-10-01,10.0,27.6,21.5,24.55,87.0,2.0,220.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-31,0.0,31.8,23.7,27.75,59.0,3.0,90.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-30,1.2,32.3,24.1,28.2,77.0,2.0,330.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-29,0.0,31.2,25.5,28.35,80.0,1.0,90.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-28,0.0,31.2,23.7,27.45,82.0,2.0,60.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-27,0.2,26.8,22.5,24.65,85.0,1.0,60.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-26,2.3,31.3,25.1,28.200000000000003,80.0,2.0,90.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-25,9.6,31.7,24.2,27.95,83.0,2.0,280.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-24,0.0,31.8,23.7,27.75,79.0,2.0,10.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-12-23,0.0,31.3,23.7,27.5,82.0,2.0,310.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-11-25,0.0,31.6,22.3,26.950000000000003,65.0,2.0,70.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-11-24,0.0,31.5,22.2,26.85,64.0,2.0,290.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-11-23,0.0,33.8,23.1,28.45,55.0,2.0,80.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-10-16,16.0,33.4,23.7,28.55,80.0,1.0,70.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-10-26,1.6,30.0,26.0,28.0,70.0,2.0,140.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-10-25,0.9,31.1,25.3,28.200000000000003,84.0,2.0,280.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-10-24,6.6,30.5,24.1,27.3,87.0,2.0,60.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-10-23,0.8,29.9,24.9,27.4,89.0,1.0,140.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-10-22,36.2,30.4,24.2,27.3,87.0,6.0,120.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-10-21,46.8,29.5,25.1,27.3,83.0,6.0,140.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-10-20,78.4,28.8,24.1,26.450000000000003,90.0,3.0,60.0,1,1
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-10-19,0.0,31.8,24.6,28.200000000000003,79.0,2.0,350.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-10-18,0.5,30.7,23.6,27.15,82.0,1.0,60.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-10-17,13.0,30.5,23.7,27.1,89.0,1.0,60.0,1,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-10-15,0.0,31.5,26.0,28.75,78.0,4.0,170.0,0,0
Region III (Central Luzon),"Iba, Zambales",iba zambales,2020-10-28,0.6,32.0,24.1,28.05,80.0,3.0,220.0,0,0
