Region,Area_display,Area_slug,price,price_per_sqm_floor,price_per_sqm_land,bedrooms,bathrooms,floor_area,land_area,latitude,longitude,description,location
Region III (Central Luzon),Tarlac,tarlac,7810000,78100.0,71000.0,5.0,3.0,100.0,110.0,,,5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ella 110sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
NCR,Muntinlupa,muntinlupa,28650000,130642.9549,318333.3333,3.0,3.0,219.3,90.0,14.4270005,121.0452782,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa"
Region III (Central Luzon),Tarlac,tarlac,5251000,99075.4717,59670.45455,2.0,2.0,53.0,88.0,,,For Sale 2BR 2-Storey House and Lot in Tarlac City at Camella Tarlac | Bella 88sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
Region III (Central Luzon),Tarlac,tarlac,11757000,70825.3012,66801.13636,5.0,3.0,166.0,176.0,,,5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Greta w/ CB 176sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
NCR,Muntinlupa,muntinlupa,32342000,130727.5667,347763.4409,3.0,3.0,247.4,93.0,14.4378843,121.0503212,Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Typical Unit,"Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,26393000,120351.1172,290032.967,3.0,3.0,219.3,91.0,14.4270005,121.0452782,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,32184000,130088.9248,349826.087,3.0,3.0,247.4,92.0,14.4270005,121.0452782,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit","Km. 19 West Service Rd. Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,13500000,96428.57143,56250.0,3.0,2.0,140.0,240.0,,,"Single Detached House for Sale near EVIA and MCX, Muntinlupa","Victoria South Alabang Tunasan, Muntinlupa"
NCR,Muntinlupa,muntinlupa,31706000,128156.831,344630.4348,3.0,3.0,247.4,92.0,14.4270005,121.0452782,"Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse","Km. 19 West Service Rd. Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,28804000,131345.1892,316527.4725,3.0,3.0,219.3,91.0,14.4270005,121.0452782,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,28678000,130770.6338,315142.8571,3.0,3.0,219.3,91.0,14.4270005,121.0452782,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,27676000,126201.5504,304131.8681,3.0,3.0,219.3,91.0,14.4270005,121.0452782,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa"
Region III (Central Luzon),Tarlac,tarlac,10748000,64746.98795,75160.83916,5.0,3.0,166.0,143.0,,,RFO 5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Greta w/ CB 143sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
NCR,Muntinlupa,muntinlupa,26365000,120223.4382,292944.4444,3.0,3.0,219.3,90.0,14.4270005,121.0452782,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,28348000,129265.8459,269980.9524,3.0,3.0,219.3,105.0,14.4270005,121.0452782,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa"
Region III (Central Luzon),Tarlac,tarlac,5705000,107641.5094,57626.26263,2.0,2.0,53.0,99.0,,,2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Bella 99sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
Region III (Central Luzon),Tarlac,tarlac,5174000,112478.2609,53895.83333,2.0,1.0,46.0,96.0,,,RFO 2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ezabelle Combo Lot 96sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
NCR,Muntinlupa,muntinlupa,28348000,129265.8459,269980.9524,3.0,3.0,219.3,105.0,14.4321626,121.0452418,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa"
Region III (Central Luzon),Tarlac,tarlac,4216700,24950.88757,23426.11111,,,169.0,180.0,15.3219543,120.5961487,"L-R-1-249- Acquired Property for Sale in Lot 8, Block 12, 7th Road, Sta. Monica Heights Subdivision, Phase 1, Brgy. San Rafael, Tarlac City, Tarlac - Retail","San Rafael, Tarlac"
NCR,Muntinlupa,muntinlupa,33792000,136588.5206,363354.8387,3.0,3.0,247.4,93.0,14.4321626,121.0452418,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit","Km. 19 West Service Rd. Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,32539000,131523.848,349881.7204,3.0,3.0,247.4,93.0,14.4321626,121.0452418,"Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse","Km. 19 West Service Rd. Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,28776000,131217.5103,319733.3333,3.0,3.0,219.3,90.0,14.4321626,121.0452418,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa"
Region III (Central Luzon),Tarlac,tarlac,4872000,97440.0,55363.63636,2.0,1.0,50.0,88.0,,,2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Frielle 88sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
Region III (Central Luzon),Tarlac,tarlac,6319000,95742.42424,63828.28283,3.0,2.0,66.0,99.0,,,3BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Cara w/ CB 99sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
Region III (Central Luzon),Tarlac,tarlac,4315000,93804.34783,59930.55556,2.0,1.0,46.0,72.0,,,RFO 2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Marga 72sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
NCR,Muntinlupa,muntinlupa,28572000,130287.2777,277398.0583,3.0,3.0,219.3,103.0,14.4321626,121.0452418,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner Unit Facing Clubhouse (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa"
Region III (Central Luzon),Tarlac,tarlac,5776000,87515.15152,65636.36364,3.0,2.0,66.0,88.0,,,For Sale 3BR 2-Storey House and Lot in Tarlac City at Camella Tarlac | Cara 88sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
NCR,Muntinlupa,muntinlupa,31348000,126709.7817,340739.1304,3.0,3.0,247.4,92.0,14.4378843,121.0503212,Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Typical Unit,"Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,34016000,137493.9369,365763.4409,3.0,3.0,247.4,93.0,14.4321626,121.0452418,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse","Km. 19 West Service Rd. Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,28090000,128089.3753,312111.1111,3.0,3.0,219.3,90.0,14.4321626,121.0452418,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,43000000,107500.0,122857.1429,4.0,3.0,400.0,350.0,14.4378843,121.0503212,"Beautiful House and Lot with 4BR for Sale in BF East Phase 6, Muntinlupa City","Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,13000000,59360.73059,108333.3333,4.0,2.0,219.0,120.0,,,4 Bedrooms Single House in Katarungan Village in Muntinlupa City,"DAANG HARI ALABANG Poblacion, Muntinlupa"
Region III (Central Luzon),Tarlac,tarlac,11245000,79190.14085,63892.04545,5.0,3.0,142.0,176.0,,,5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Freya w/ CB 176sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
NCR,Muntinlupa,muntinlupa,27088000,123520.2918,300977.7778,3.0,3.0,219.3,90.0,14.4321626,121.0452418,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,28216000,128663.9307,313511.1111,3.0,3.0,219.3,90.0,14.4321626,121.0452418,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,31111000,125751.8189,338163.0435,3.0,3.0,247.4,92.0,14.4378843,121.0503212,Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Typical Unit,"Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,31111000,125751.8189,338163.0435,3.0,3.0,247.4,92.0,14.4321626,121.0452418,"Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit","Km. 19 West Service Rd. Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,26953000,122904.6968,296186.8132,3.0,3.0,219.3,91.0,14.4321626,121.0452418,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,32539000,131523.848,349881.7204,3.0,3.0,247.4,93.0,14.4378843,121.0503212,Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Unit Facing Clubhouse,"Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,34604000,139870.6548,368127.6596,3.0,3.0,247.4,94.0,14.4321626,121.0452418,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner Unit","Km. 19 West Service Rd. Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,32568000,131641.0671,354000.0,3.0,3.0,247.4,92.0,14.4321626,121.0452418,"RFO 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse","Km. 19 West Service Rd. Cupang, Muntinlupa"
Region III (Central Luzon),Tarlac,tarlac,8938000,92144.3299,61641.37931,5.0,3.0,97.0,145.0,,,RFO 5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Elaisa w/ CB 145sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
Region III (Central Luzon),Tarlac,tarlac,7056000,85012.04819,71272.72727,4.0,3.0,83.0,99.0,,,4BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Dani 99sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
Region III (Central Luzon),Tarlac,tarlac,12383000,74596.38554,62540.40404,5.0,3.0,166.0,198.0,,,5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Greta w/ CB 198sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
Region III (Central Luzon),Tarlac,tarlac,11510000,81056.33803,56980.19802,5.0,3.0,142.0,202.0,,,5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Freya w/ CB 202sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
Region III (Central Luzon),Tarlac,tarlac,5406000,102000.0,61431.81818,2.0,2.0,53.0,88.0,,,2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Bella 88sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
Region III (Central Luzon),Tarlac,tarlac,2742000,76166.66667,65285.71429,2.0,1.0,36.0,42.0,,,2BR 2-Storey Townhouse for Sale in Tarlac City at Camella Tarlac | Arielle IU 42sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
Region III (Central Luzon),Tarlac,tarlac,10159000,101590.0,57721.59091,5.0,3.0,100.0,176.0,,,5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ella w/ CB 176sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
Region III (Central Luzon),Tarlac,tarlac,8228000,82280.0,68000.0,5.0,3.0,100.0,121.0,,,5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ella w/ CB 121sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
Region III (Central Luzon),Tarlac,tarlac,2871000,79750.0,59812.5,2.0,1.0,36.0,48.0,,,2BR 2-Storey Townhouse for Sale in Tarlac City at Camella Tarlac | Arielle IU 48sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
Region III (Central Luzon),Tarlac,tarlac,3066000,85166.66667,48666.66667,2.0,1.0,36.0,63.0,,,2BR 2-Storey Townhouse for Sale in Tarlac City at Camella Tarlac | Arielle EU 63sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
Region III (Central Luzon),Tarlac,tarlac,5031000,100620.0,50818.18182,2.0,1.0,50.0,99.0,,,2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Frielle 99sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
NCR,Muntinlupa,muntinlupa,31348000,126709.7817,340739.1304,3.0,3.0,247.4,92.0,14.4321626,121.0452418,"Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit","Km. 19 West Service Rd. Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,32514000,131422.7971,353413.0435,3.0,3.0,247.4,92.0,14.4321626,121.0452418,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical End Unit","Km. 19 West Service Rd. Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,32331000,130683.1043,343946.8085,3.0,3.0,247.4,94.0,14.4321626,121.0452418,"Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner Unit","Km. 19 West Service Rd. Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,32184000,130088.9248,349826.087,3.0,3.0,247.4,92.0,14.4321626,121.0452418,"RFO 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit","Km. 19 West Service Rd. Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,32331000,130683.1043,343946.8085,3.0,3.0,247.4,94.0,14.4378843,121.0503212,Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Corner Unit,"Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,31706000,128156.831,344630.4348,3.0,3.0,247.4,92.0,14.4378843,121.0503212,Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Unit Facing Clubhouse,"Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,27676000,126201.5504,304131.8681,3.0,3.0,219.3,91.0,14.4321626,121.0452418,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,29098000,132685.8185,274509.434,3.0,3.0,219.3,106.0,14.4321626,121.0452418,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa"
Region III (Central Luzon),Tarlac,tarlac,11871000,83598.59155,59954.54545,5.0,3.0,142.0,198.0,,,5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Freya w/ CB 198sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
Region III (Central Luzon),Tarlac,tarlac,6893000,83048.19277,66278.84615,4.0,3.0,83.0,104.0,,,4BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Dani 104sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
Region III (Central Luzon),Tarlac,tarlac,3999000,86934.78261,60590.90909,2.0,1.0,46.0,66.0,,,2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ezabelle 66sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
Region III (Central Luzon),Tarlac,tarlac,5192000,112869.5652,54083.33333,2.0,1.0,46.0,96.0,,,For Sale RFO 2BR 2-Storey House and Lot in Tarlac City at Camella Tarlac | Ezabelle Combo Lot 96sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
Region III (Central Luzon),Tarlac,tarlac,4488000,97565.21739,71238.09524,2.0,1.0,46.0,63.0,,,RFO 2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ezabelle 63sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
Region III (Central Luzon),Tarlac,tarlac,3559000,77369.56522,56492.06349,2.0,1.0,46.0,63.0,,,2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ezabelle 63sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
NCR,Muntinlupa,muntinlupa,26953000,122904.6968,296186.8132,3.0,3.0,219.3,91.0,14.4302736,121.0452586,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,7110000,90000.0,,,,79.0,,14.4569804,121.0531587,"M-R-3-25- Acquired Property for Sale in Unit C, 18/F, Vierra Condominium (Now known as Marfori Tower), Brittany Bay (Lakefront), Brgy. Sucat, Muntinlupa City - Retail","Sucat, Muntinlupa"
NCR,Makati,makati,85000000,95505.61798,176531.6719,,,890.0,481.5,14.566261,121.0313853,"House and Lot for Sale in San Miguel Village, Poblacion, Makati City","Poblacion, Makati"
NCR,Muntinlupa,muntinlupa,28628000,130542.6357,272647.619,3.0,3.0,219.3,105.0,14.4302736,121.0452586,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,29196000,133132.6949,278057.1429,3.0,3.0,219.3,105.0,14.4302736,121.0452586,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,28636000,130579.1154,272723.8095,3.0,3.0,219.3,105.0,14.4302736,121.0452586,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa"
NCR,Muntinlupa,muntinlupa,26981000,123032.3757,293271.7391,3.0,3.0,219.3,92.0,14.4302736,121.0452586,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)","Km. 19 West Service Rd. Cupang, Muntinlupa"
Region III (Central Luzon),Tarlac,tarlac,7805000,94036.14458,64504.13223,4.0,3.0,83.0,121.0,,,4BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Dani w/ CB 121sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
Region III (Central Luzon),Tarlac,tarlac,4359000,94760.86957,60541.66667,2.0,1.0,46.0,72.0,,,RFO 2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ezabelle 72sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
Region III (Central Luzon),Tarlac,tarlac,4057000,101425.0,64396.8254,2.0,1.0,40.0,63.0,,,2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Criselle 63sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
Region III (Central Luzon),Tarlac,tarlac,5869000,88924.24242,66693.18182,3.0,2.0,66.0,88.0,,,3BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Cara 88sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
Region III (Central Luzon),Tarlac,tarlac,8079000,95047.05882,66768.59504,4.0,3.0,85.0,121.0,,,RFO 4BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Dana 121sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
Region III (Central Luzon),Tarlac,tarlac,4944000,137333.3333,42991.30435,2.0,1.0,36.0,115.0,,,RFO 2BR 2-Storey Townhouse for Sale in Tarlac City at Camella Tarlac | Arielle EU 115sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
Region III (Central Luzon),Tarlac,tarlac,5074000,101480.0,55758.24176,2.0,1.0,50.0,91.0,,,RFO 2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Frielle 91sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
Region III (Central Luzon),Tarlac,tarlac,12941000,77957.83133,54834.74576,5.0,3.0,166.0,236.0,,,5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Greta w/ CB 236sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
Region III (Central Luzon),Tarlac,tarlac,4540000,126111.1111,46326.53061,2.0,1.0,36.0,98.0,,,2BR 2-Storey Townhouse for Sale in Tarlac City at Camella Tarlac | Arielle EU 98sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
NCR,San Juan,san juan,12099000,120990.0,60495.0,3.0,2.0,100.0,200.0,13.7425627,121.4257242,"3BR Beach House and Lot for Sale in San Juan, Batangas at Seafront Residences","San Juan - Laiya Rd. Calubcub II, San Juan"
NCR,San Juan,san juan,18771000,187710.0,93855.0,3.0,2.0,100.0,200.0,13.7425627,121.4257242,"Ready For You: 3BR Beach House and Lot for Sale in San Juan, Batangas at Seafront Residences at Php 250,815 monthly amortization","San Juan - Laiya Rd. Calubcub II, San Juan"
Region III (Central Luzon),Tarlac,tarlac,9683000,96830.0,65425.67568,5.0,3.0,100.0,148.0,,,RFO 5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ella 148sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
NCR,San Juan,san juan,15450000,103000.0,77250.0,4.0,3.0,150.0,200.0,13.7425627,121.4257242,"4BR Beach House and Lot for Sale in San Juan, Batangas at Seafront Residences","San Juan - Laiya Rd. Calubcub II, San Juan"
Region III (Central Luzon),Tarlac,tarlac,7408000,205777.7778,36136.58537,2.0,1.0,36.0,205.0,,,RFO 2BR 2-Storey Townhouse for Sale in Tarlac City at Camella Tarlac | Arielle EU 205sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
NCR,San Juan,san juan,30000000,89020.77151,96153.84615,3.0,3.0,337.0,312.0,13.7367475,121.420371,"Brand New 3 br Full furnished Beachhouse in San Juan, Laiya Batangas","Calubcub II, San Juan"
Region III (Central Luzon),Tarlac,tarlac,8229000,96811.76471,68008.26446,4.0,3.0,85.0,121.0,,,RFO 4BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Dana w/ CB 121sqm,"Camella Tarlac Access Rd. Maliwalo, Tarlac"
