Region,City/Province,Year,"Occupied Housing Units, Number of Households, Household Population, by Type of Building and Province/Highly Urbanized City: Philippines, 2020",Unnamed: 2,Unnamed: 3,Unnamed: 4,"Occupied Housing Units by Floor Area, Number of Occupants in Each Housing Unit and Province/Highly Urbanized City: Philippines, 2020",Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,"Occupied Housing Units by Type of Building, Number of Floors, and Province/Highly Urbanized City: Philippines, 2020"
MIMAROPA REGION,Romblon,2020,,7980,111,666,,1750,1709,1459,884,519,416,207,127,131,1,0,
MIMAROPA REGION,City of Puerto Princesa,2020,,7089,415,792,,1077,1039,1049,779,632,590,340,198,177,1,0,
REGION V (BICOL REGION),Albay,2020,,35983,1587,4053,,5965,6706,6889,4067,2406,1943,1048,617,689,12,1,
REGION V (BICOL REGION),Camarines Norte,2020,,16869,55,676,,3002,3906,3723,2093,1363,946,602,291,205,7,0,
REGION V (BICOL REGION),Camarines Sur,2020,,54479,1377,5197,,9850,12269,10913,5678,3445,2397,1474,950,884,44,1,
REGION V (BICOL REGION),Catanduanes,2020,,7132,16,151,,723,1433,1901,986,661,592,338,203,126,1,1,
REGION V (BICOL REGION),Masbate,2020,,24798,810,3513,,7530,5610,3134,1478,1019,606,486,312,297,3,0,
REGION V (BICOL REGION),Sorsogon,2020,,22123,406,1380,,3556,5329,5216,2425,1446,1102,617,321,312,13,0,
REGION VI (WESTERN VISAYAS),Aklan,2020,,14942,35,303,,1905,3451,3446,2321,1258,933,552,385,347,6,0,
REGION VI (WESTERN VISAYAS),Antique,2020,,15886,230,1435,,3830,3473,2397,1681,963,819,504,258,286,10,0,
REGION VI (WESTERN VISAYAS),Capiz,2020,,20400,323,1233,,4265,4457,3395,2293,1564,1167,706,495,489,10,3,
REGION VI (WESTERN VISAYAS),Guimaras,2020,,4555,64,514,,1074,1024,824,396,231,195,116,78,38,1,0,
REGION VI (WESTERN VISAYAS),Iloilo,2020,,49706,862,3246,,9057,9184,8202,6054,4259,3655,2213,1263,1635,76,0,
REGION VI (WESTERN VISAYAS),Negros Occidental,2020,,67067,1720,7223,,17618,13311,8870,6316,4563,3029,2028,1098,1272,19,0,
REGION VI (WESTERN VISAYAS),City of Bacolod,2020,,15885,179,526,,1317,1897,2475,3452,2146,1489,979,587,834,4,0,
REGION VI (WESTERN VISAYAS),City of Iloilo,2020,,11507,32,244,,861,1243,1998,2350,1419,1136,782,659,766,16,1,
REGION VII (CENTRAL VISAYAS),Bohol,2020,,37166,1161,3721,,8013,6999,5819,3624,2438,2020,1389,897,1029,53,3,
REGION VII (CENTRAL VISAYAS),Cebu,2020,,85688,3430,10344,,20524,14596,12248,9015,5235,4211,2651,1547,1858,27,2,
REGION VII (CENTRAL VISAYAS),Negros Oriental,2020,,36433,1369,5212,,11186,6813,4239,2540,1593,1267,942,586,672,14,0,
REGION VII (CENTRAL VISAYAS),Siquijor,2020,,2471,6,22,,111,290,697,769,225,158,82,67,44,0,0,
REGION VII (CENTRAL VISAYAS),City of Cebu,2020,,24213,454,1508,,3912,4737,4795,3351,1698,1411,820,600,913,12,2,
REGION VII (CENTRAL VISAYAS),City of Lapu-Lapu (Opon),2020,,12804,242,787,,1896,2292,2846,2126,1075,687,393,204,256,0,0,
REGION VII (CENTRAL VISAYAS),City of Mandaue,2020,,8178,124,589,,1328,1610,1796,1083,551,417,258,169,251,2,0,
REGION VIII (EASTERN VISAYAS),Biliran,2020,,4692,17,116,,388,1042,1301,696,436,320,204,92,80,0,0,
REGION VIII (EASTERN VISAYAS),Eastern Samar,2020,,12395,41,245,,1270,2451,3173,2111,1319,873,513,222,174,2,1,
REGION VIII (EASTERN VISAYAS),Leyte,2020,,44348,727,3603,,9313,9605,7387,4753,3057,2241,1527,1029,1096,9,1,
REGION VIII (EASTERN VISAYAS),Northern Samar,2020,,17242,1090,2480,,3494,3571,3282,1342,772,495,294,250,168,4,0,
REGION VIII (EASTERN VISAYAS),Samar (Western Samar),2020,,21442,24,248,,3332,5414,5113,3037,1892,1238,627,314,188,15,0,
REGION VIII (EASTERN VISAYAS),Southern Leyte,2020,,11211,182,840,,2212,2056,2007,1297,781,727,478,298,329,3,1,
REGION VIII (EASTERN VISAYAS),City of Tacloban,2020,,6727,61,197,,786,870,1512,1032,765,557,357,292,297,0,1,
REGION IX (ZAMBOANGA PENINSULA),Zamboanga del Norte,2020,,28641,1022,4094,,8625,5649,3598,1990,1338,952,610,371,382,10,0,
REGION IX (ZAMBOANGA PENINSULA),Zamboanga del Sur,2020,,27181,108,567,,3324,8398,7148,3570,2038,1025,530,294,169,7,3,
REGION IX (ZAMBOANGA PENINSULA),Zamboanga Sibugay,2020,,19779,124,1221,,5686,5589,3575,1680,846,410,302,162,143,41,0,
REGION IX (ZAMBOANGA PENINSULA),City of Isabela*,2020,,3854,22,44,,426,786,711,566,435,346,227,132,148,11,0,
REGION IX (ZAMBOANGA PENINSULA),City of Zamboanga,2020,,26197,386,985,,1808,2140,4113,5139,3665,3671,1978,1028,1244,38,2,
REGION X (NORTHERN MINDANAO),Bukidnon,2020,,40962,1418,5680,,10587,7624,4881,3404,2374,1894,1289,907,891,12,1,
REGION X (NORTHERN MINDANAO),Camiguin,2020,,2399,21,98,,295,334,414,359,248,268,165,82,115,0,0,
REGION X (NORTHERN MINDANAO),Lanao del Norte,2020,,18351,114,801,,2752,3919,3521,2716,1741,1187,870,424,302,4,0,
REGION X (NORTHERN MINDANAO),Misamis Occidental,2020,,15586,544,1805,,3869,3089,2137,1373,925,719,502,305,307,11,0,
REGION X (NORTHERN MINDANAO),Misamis Oriental,2020,,23914,215,1058,,4960,5962,5141,2846,1598,1068,567,292,203,4,0,
REGION X (NORTHERN MINDANAO),City of Cagayan de Oro,2020,,17495,113,509,,1862,2974,3714,3260,2063,1423,762,396,416,3,0,
REGION X (NORTHERN MINDANAO),City of Iligan,2020,,9197,68,352,,1033,1255,1616,1714,1058,867,553,327,351,3,0,
REGION XI (DAVAO REGION),Davao de Oro (Compostela Valley),2020,,19350,498,2472,,5748,4645,2730,1316,661,555,314,208,191,11,1,
REGION XI (DAVAO REGION),Davao del Norte,2020,,28932,514,1915,,5834,5895,5174,3651,2287,1839,865,489,454,15,0,
REGION XI (DAVAO REGION),Davao del Sur,2020,,15691,581,2238,,4620,2897,1822,1212,710,644,407,277,279,3,1,
REGION XI (DAVAO REGION),Davao Occidental,2020,,8097,130,1170,,3078,2036,1043,325,130,86,46,22,24,7,0,
REGION XI (DAVAO REGION),Davao Oriental,2020,,14847,225,1112,,3446,3302,2208,1409,1041,961,611,308,213,11,0,
REGION XI (DAVAO REGION),City of Davao,2020,,44455,1065,2971,,5264,5486,7280,7466,5066,4454,2425,1623,1327,27,1,
REGION XII (SOCCSKSARGEN),Cotabato (North Cotabato),2020,,32614,1224,5046,,10062,7125,3934,1995,1224,873,494,328,292,7,10,
REGION XII (SOCCSKSARGEN),Sarangani,2020,,15064,279,2129,,5460,3537,1797,820,473,277,147,75,69,1,0,
REGION XII (SOCCSKSARGEN),South Cotabato,2020,,24393,150,1140,,5419,7302,5266,2313,1192,821,400,231,156,2,1,
REGION XII (SOCCSKSARGEN),Sultan Kudarat,2020,,22605,108,1086,,4007,6338,5102,2895,1486,768,411,229,170,5,0,
REGION XII (SOCCSKSARGEN),City of General Santos (Dadiangas),2020,,17593,103,710,,2701,3401,3657,2793,1832,1222,643,296,232,2,1,
REGION XIII (CARAGA),Agusan del Norte,2020,,10130,386,1382,,2659,1886,1219,718,551,483,335,215,290,6,0,
REGION XIII (CARAGA),Agusan del Sur,2020,,19639,55,534,,4076,6177,4456,2234,934,549,329,183,107,3,2,
REGION XIII (CARAGA),Dinagat Islands,2020,,3245,197,395,,806,662,555,212,118,87,87,60,64,2,0,
REGION XIII (CARAGA),Surigao del Norte,2020,,13858,325,1368,,2781,2697,2321,1409,1087,778,482,312,296,2,0,
REGION XIII (CARAGA),Surigao del Sur,2020,,17161,61,349,,1937,4156,4359,2764,1501,944,539,310,239,2,0,
REGION XIII (CARAGA),City of Butuan,2020,,9522,198,605,,1369,1259,1425,1308,1188,920,596,327,317,10,0,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (,Basilan,2020,,19009,142,591,,2234,4527,4687,3090,2188,979,335,101,68,66,1,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (,Lanao del Sur,2020,,44674,555,1545,,3539,6231,7608,7763,6629,4652,3085,1679,1287,93,8,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (,Maguindanao,2020,,85281,900,3467,,12574,20433,17347,13844,7855,4111,2338,1103,1188,121,0,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (,Sulu,2020,,38826,444,2050,,6866,9278,6253,4250,3033,1938,895,332,276,3211,0,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (,Tawi-Tawi,2020,,22017,125,762,,3448,6211,4688,2962,1629,1048,758,260,113,13,0,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (,Eight (8) Area Clusters**,2020,,6745,335,545,,646,614,819,1516,1272,490,197,81,230,0,0,
NATIONAL CAPITAL REGION (NCR),City of Manila,2020,,20518,569,1690,,3556,4472,4106,2359,1212,901,614,498,335,197,9,
NATIONAL CAPITAL REGION (NCR),City of Mandaluyong,2020,,4770,72,304,,952,1104,926,532,220,150,89,69,120,232,0,
NATIONAL CAPITAL REGION (NCR),City of Marikina,2020,,6707,49,153,,670,1718,1294,831,507,403,343,254,482,3,0,
NATIONAL CAPITAL REGION (NCR),City of Pasig,2020,,9736,107,313,,1364,2261,2525,1171,575,349,270,235,399,167,0,
NATIONAL CAPITAL REGION (NCR),Quezon City,2020,,38374,690,2045,,5039,7691,8986,4474,2177,1764,1389,1307,2242,570,0,
NATIONAL CAPITAL REGION (NCR),City of San Juan,2020,,1725,18,72,,179,298,264,195,124,98,72,79,128,197,1,
NATIONAL CAPITAL REGION (NCR),City of Caloocan,2020,,18376,291,668,,1873,3266,4515,3011,1867,1259,935,338,339,14,0,
NATIONAL CAPITAL REGION (NCR),City of Malabon,2020,,4283,51,164,,828,1195,897,532,271,125,100,51,61,6,2,
NATIONAL CAPITAL REGION (NCR),City of Navotas,2020,,2444,131,298,,621,406,426,230,174,71,42,25,17,3,0,
NATIONAL CAPITAL REGION (NCR),City of Valenzuela,2020,,6490,113,213,,1010,1922,1405,717,302,265,276,124,141,2,0,
NATIONAL CAPITAL REGION (NCR),City of Las Piñas,2020,,7067,55,265,,896,1426,1600,770,478,395,376,354,451,1,0,
NATIONAL CAPITAL REGION (NCR),City of Makati,2020,,6969,66,252,,782,1222,1261,836,407,317,217,210,339,1059,1,
NATIONAL CAPITAL REGION (NCR),City of Muntinlupa,2020,,5112,29,165,,594,1015,1409,548,275,193,196,285,297,105,1,
NATIONAL CAPITAL REGION (NCR),City of Parañaque,2020,,8995,158,505,,1364,1825,1604,916,548,503,449,442,668,13,0,
NATIONAL CAPITAL REGION (NCR),Pasay City,2020,,4006,30,217,,770,945,878,415,182,184,100,71,70,144,0,
NATIONAL CAPITAL REGION (NCR),City of Taguig,2020,,8376,99,396,,1262,1969,2214,1071,472,332,241,129,130,61,0,
NATIONAL CAPITAL REGION (NCR),Pateros,2020,,870,3,17,,90,208,250,131,58,43,33,18,17,2,0,
CORDILLERA ADMINISTRATIVE REGION (CAR),Abra,2020,,3234,5,17,,86,431,832,614,475,365,216,95,98,0,0,
CORDILLERA ADMINISTRATIVE REGION (CAR),Apayao,2020,,1582,3,45,,175,407,392,219,140,104,45,28,23,1,0,
CORDILLERA ADMINISTRATIVE REGION (CAR),Benguet,2020,,6162,5,57,,381,962,1251,1065,698,731,391,321,300,0,0,
CORDILLERA ADMINISTRATIVE REGION (CAR),Ifugao,2020,,3015,7,60,,343,602,665,500,337,217,136,77,71,0,0,
CORDILLERA ADMINISTRATIVE REGION (CAR),Kalinga,2020,,3739,2,16,,72,635,951,767,521,379,220,95,81,0,0,
CORDILLERA ADMINISTRATIVE REGION (CAR),Mountain Province,2020,,2486,4,41,,206,556,562,451,285,197,100,49,35,0,0,
CORDILLERA ADMINISTRATIVE REGION (CAR),City of Baguio,2020,,3214,2,14,,92,230,484,593,474,435,296,281,313,0,0,
REGION I (ILOCOS REGION),Ilocos Norte,2020,,6661,30,156,,406,1080,1695,1186,821,557,352,213,165,0,0,
REGION I (ILOCOS REGION),Ilocos Sur,2020,,8353,183,647,,896,942,1463,1190,1001,772,533,341,385,0,0,
REGION I (ILOCOS REGION),La Union,2020,,8840,32,180,,631,1441,2014,1625,1141,794,478,275,228,1,0,
REGION I (ILOCOS REGION),Pangasinan,2020,,36608,549,1682,,3490,5674,8009,6682,4409,3024,1595,779,671,44,0,
REGION II (CAGAYAN VALLEY),Batanes,2020,,178,13,19,,16,31,32,28,14,12,8,2,3,0,0,
REGION II (CAGAYAN VALLEY),Cagayan,2020,,15196,186,761,,1748,2901,3654,2087,1518,980,690,326,342,3,0,
REGION II (CAGAYAN VALLEY),Isabela,2020,,17785,154,608,,1547,3092,4366,2931,2105,1334,818,430,397,3,0,
REGION II (CAGAYAN VALLEY),Nueva Vizcaya,2020,,5150,84,262,,639,785,1013,885,507,408,244,173,148,2,0,
REGION II (CAGAYAN VALLEY),Quirino,2020,,2342,0,1,,37,429,750,510,319,186,73,28,9,0,0,
REGION III (CENTRAL LUZON),Aurora,2020,,3053,11,71,,348,623,712,503,295,241,131,64,53,1,0,
REGION III (CENTRAL LUZON),Bataan,2020,,10183,98,276,,919,1529,2074,1863,1215,885,613,366,339,6,0,
REGION III (CENTRAL LUZON),Bulacan,2020,,39645,508,1172,,3167,5593,12108,6663,3667,2733,1743,1026,1110,151,4,
REGION III (CENTRAL LUZON),Nueva Ecija,2020,,25195,336,1237,,3225,4796,4912,3569,2643,1965,1139,642,722,9,0,
REGION III (CENTRAL LUZON),Pampanga,2020,,31892,592,1097,,2302,3748,5428,5016,4267,4273,2263,1185,1694,27,0,
REGION III (CENTRAL LUZON),Tarlac,2020,,18856,169,660,,1624,2705,3719,3359,2463,1843,1051,603,606,51,3,
REGION III (CENTRAL LUZON),Zambales,2020,,7030,19,125,,584,1201,1597,1495,919,566,293,116,111,2,2,
REGION III (CENTRAL LUZON),City of Angeles,2020,,5074,155,48,,242,407,1000,877,682,646,326,217,463,11,0,
REGION III (CENTRAL LUZON),City of Olongapo,2020,,2851,6,12,,140,384,683,671,397,246,153,83,75,0,1,
REGION IV-A (CALABARZON),Batangas,2020,,33999,696,1811,,4191,5250,6377,5406,3496,2916,1790,1006,1054,6,0,
REGION IV-A (CALABARZON),Cavite,2020,,48174,257,831,,2521,5314,14891,9308,5965,4267,2388,1214,1142,70,6,
REGION IV-A (CALABARZON),Laguna,2020,,34788,333,841,,2264,3915,10088,6381,3964,2920,1731,1298,1051,2,0,
REGION IV-A (CALABARZON),Quezon,2020,,23906,288,1516,,4726,5041,4507,3262,1901,1322,639,384,311,9,0,
REGION IV-A (CALABARZON),Rizal,2020,,44041,531,1295,,3090,6039,13602,7613,4155,2851,1981,1254,1624,6,0,
REGION IV-A (CALABARZON),City of Lucena,2020,,3478,8,71,,235,434,980,757,420,293,146,87,47,0,0,
MIMAROPA REGION,Marinduque,2020,,3182,180,452,,812,558,421,260,167,126,105,49,51,1,0,
MIMAROPA REGION,Occidental Mindoro,2020,,6378,190,744,,1580,1502,1027,529,310,204,124,81,83,4,0,
MIMAROPA REGION,Oriental Mindoro,2020,,12219,250,1113,,2972,2742,2121,1251,666,503,289,159,152,1,0,
MIMAROPA REGION,Palawan,2020,,11729,995,2339,,2945,2240,1440,676,450,238,195,122,86,3,0,
MIMAROPA REGION,Romblon,2020,,3856,50,256,,841,853,754,422,276,186,95,61,61,1,0,
MIMAROPA REGION,City of Puerto Princesa,2020,,2728,137,302,,409,378,421,327,246,220,131,89,67,1,0,
REGION V (BICOL REGION),Albay,2020,,20424,866,2142,,3211,3899,4011,2345,1385,1172,616,389,382,4,2,
REGION V (BICOL REGION),Camarines Norte,2020,,9173,25,279,,1546,2062,2087,1258,759,523,347,152,133,2,0,
REGION V (BICOL REGION),Camarines Sur,2020,,33313,741,2901,,5578,7698,7127,3652,2083,1519,901,577,512,23,1,
REGION V (BICOL REGION),Catanduanes,2020,,4384,10,92,,401,866,1100,635,427,416,223,126,84,3,1,
REGION V (BICOL REGION),Masbate,2020,,14282,449,1792,,4138,3357,2006,894,631,406,285,165,155,4,0,
REGION V (BICOL REGION),Sorsogon,2020,,12661,206,718,,1891,3036,3062,1443,863,688,370,211,169,4,0,
REGION VI (WESTERN VISAYAS),Aklan,2020,,7678,18,111,,792,1577,1826,1425,706,528,310,191,193,1,0,
REGION VI (WESTERN VISAYAS),Antique,2020,,8677,105,702,,1941,2041,1367,926,546,460,260,158,165,6,0,
REGION VI (WESTERN VISAYAS),Capiz,2020,,9064,105,569,,1814,1994,1531,1053,616,560,378,225,211,8,0,
REGION VI (WESTERN VISAYAS),Guimaras,2020,,2200,17,206,,501,529,406,228,122,87,46,36,22,0,0,
REGION VI (WESTERN VISAYAS),Iloilo,2020,,26067,377,1550,,4412,4774,4482,3223,2297,2021,1306,719,869,35,2,
REGION VI (WESTERN VISAYAS),Negros Occidental,2020,,32056,739,3346,,8285,6288,4454,3073,2221,1518,1002,590,538,2,0,
REGION VI (WESTERN VISAYAS),City of Bacolod,2020,,7674,71,227,,567,848,1189,1653,1149,745,499,320,402,4,0,
REGION VI (WESTERN VISAYAS),City of Iloilo,2020,,6628,18,148,,450,659,1089,1401,881,710,447,368,435,20,2,
REGION VII (CENTRAL VISAYAS),Bohol,2020,,20521,545,1897,,4313,3878,3386,2111,1379,1159,708,542,580,22,1,
REGION VII (CENTRAL VISAYAS),Cebu,2020,,42484,1641,5088,,10301,7376,6302,4393,2442,2033,1197,781,917,13,0,
REGION VII (CENTRAL VISAYAS),Negros Oriental,2020,,17869,589,2289,,5437,3449,2260,1323,819,640,442,288,326,7,0,
REGION VII (CENTRAL VISAYAS),Siquijor,2020,,1308,2,16,,51,136,331,329,248,77,69,32,16,1,0,
REGION VII (CENTRAL VISAYAS),City of Cebu,2020,,12589,207,760,,2022,2590,2490,1794,805,708,442,326,440,4,1,
REGION VII (CENTRAL VISAYAS),City of Lapu-Lapu (Opon),2020,,5660,118,369,,833,992,1234,936,480,312,174,108,104,0,0,
REGION VII (CENTRAL VISAYAS),City of Mandaue,2020,,3159,48,210,,490,646,696,446,213,149,98,64,97,2,0,
REGION VIII (EASTERN VISAYAS),Biliran,2020,,2519,3,48,,180,423,702,483,267,190,119,58,46,0,0,
REGION VIII (EASTERN VISAYAS),Eastern Samar,2020,,6676,22,93,,488,1148,1757,1341,798,492,289,147,100,1,0,
REGION VIII (EASTERN VISAYAS),Leyte,2020,,23784,366,1716,,4560,4994,4141,2817,1811,1265,844,564,705,1,0,
REGION VIII (EASTERN VISAYAS),Northern Samar,2020,,10337,529,1341,,1966,2134,2170,902,502,345,195,139,114,0,0,
REGION VIII (EASTERN VISAYAS),Samar (Western Samar),2020,,12097,15,125,,1608,2889,2958,1832,1157,748,421,232,104,7,1,
REGION VIII (EASTERN VISAYAS),Southern Leyte,2020,,6380,102,463,,1176,1135,1181,765,479,402,320,184,173,0,0,
REGION VIII (EASTERN VISAYAS),City of Tacloban,2020,,3814,29,112,,441,487,881,565,402,336,208,174,179,0,0,
REGION IX (ZAMBOANGA PENINSULA),Zamboanga del Norte,2020,,13923,478,1871,,4194,2745,1784,955,614,496,340,195,242,9,0,
REGION IX (ZAMBOANGA PENINSULA),Zamboanga del Sur,2020,,15131,47,310,,1493,3847,4031,2709,1161,864,350,209,107,3,0,
REGION IX (ZAMBOANGA PENINSULA),Zamboanga Sibugay,2020,,8208,59,439,,2196,2224,1585,755,376,237,158,85,84,10,0,
REGION IX (ZAMBOANGA PENINSULA),City of Isabela*,2020,,1857,5,21,,196,367,334,291,230,180,105,63,62,3,0,
REGION IX (ZAMBOANGA PENINSULA),City of Zamboanga,2020,,11651,150,419,,756,892,1645,2237,1757,1691,972,515,589,27,1,
REGION X (NORTHERN MINDANAO),Bukidnon,2020,,19848,599,2620,,4999,3770,2492,1623,1177,928,674,460,493,13,0,
REGION X (NORTHERN MINDANAO),Camiguin,2020,,1315,17,58,,132,162,229,198,165,145,86,55,68,0,0,
REGION X (NORTHERN MINDANAO),Lanao del Norte,2020,,8221,38,360,,1107,1667,1644,1275,848,568,376,193,144,1,0,
REGION X (NORTHERN MINDANAO),Misamis Occidental,2020,,7824,224,877,,1823,1553,1124,702,463,415,268,175,198,2,0,
REGION X (NORTHERN MINDANAO),Misamis Oriental,2020,,11859,86,471,,2360,2705,2736,1478,821,572,308,171,148,3,0,
REGION X (NORTHERN MINDANAO),City of Cagayan de Oro,2020,,7126,48,169,,681,1160,1519,1314,899,632,334,187,180,3,0,
REGION X (NORTHERN MINDANAO),City of Iligan,2020,,4395,38,151,,492,559,825,839,515,408,252,157,159,0,0,
REGION XI (DAVAO REGION),Davao de Oro (Compostela Valley),2020,,9650,232,1136,,2778,2419,1408,664,349,316,164,82,96,5,1,
REGION XI (DAVAO REGION),Davao del Norte,2020,,13005,217,762,,2463,2582,2400,1692,1076,885,438,297,188,5,0,
REGION XI (DAVAO REGION),Davao del Sur,2020,,5997,197,828,,1626,1093,729,491,378,269,161,113,109,3,0,
REGION XI (DAVAO REGION),Davao Occidental,2020,,4118,53,530,,1462,1069,624,205,81,38,41,7,6,2,0,
REGION XI (DAVAO REGION),Davao Oriental,2020,,7098,77,514,,1648,1535,1126,712,502,451,293,140,95,5,0,
REGION XI (DAVAO REGION),City of Davao,2020,,17982,380,1229,,2245,2225,2984,3048,1999,1818,956,610,482,5,1,
REGION XII (SOCCSKSARGEN),Cotabato (North Cotabato),2020,,15928,562,2332,,4731,3509,2026,1042,659,424,304,172,157,2,8,
REGION XII (SOCCSKSARGEN),Sarangani,2020,,6946,97,880,,2372,1788,932,403,216,112,91,32,22,1,0,
REGION XII (SOCCSKSARGEN),South Cotabato,2020,,10556,43,447,,2044,3098,2454,1168,558,376,178,111,77,1,1,
REGION XII (SOCCSKSARGEN),Sultan Kudarat,2020,,10641,39,369,,1511,2759,2564,1669,834,431,242,122,96,5,0,
REGION XII (SOCCSKSARGEN),City of General Santos (Dadiangas),2020,,7759,31,288,,1034,1519,1646,1315,828,594,251,141,112,0,0,
REGION XIII (CARAGA),Agusan del Norte,2020,,5126,152,655,,1291,918,673,391,324,272,171,123,151,5,0,
REGION XIII (CARAGA),Agusan del Sur,2020,,9884,31,217,,1680,2851,2498,1365,557,332,184,103,62,4,0,
REGION XIII (CARAGA),Dinagat Islands,2020,,1718,87,212,,442,352,327,88,74,31,40,30,34,1,0,
REGION XIII (CARAGA),Surigao del Norte,2020,,7060,136,631,,1355,1340,1246,817,557,392,242,188,155,1,0,
REGION XIII (CARAGA),Surigao del Sur,2020,,8583,29,178,,768,1677,2219,1683,868,552,302,162,144,1,0,
REGION XIII (CARAGA),City of Butuan,2020,,4501,91,288,,591,597,644,645,550,445,289,159,198,4,0,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (,Basilan,2020,,5874,39,197,,541,1261,1540,990,685,376,124,61,37,22,1,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (,Lanao del Sur,2020,,11801,123,396,,916,1576,2004,1889,1844,1312,889,441,359,48,4,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (,Maguindanao,2020,,22489,234,818,,3099,5305,4499,3752,2141,1194,673,388,352,32,2,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (,Sulu,2020,,12199,138,453,,1997,2703,2186,1495,979,756,399,191,67,835,0,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (,Tawi-Tawi,2020,,3189,11,65,,442,883,677,442,225,206,117,76,44,1,0,
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (,Eight (8) Area Clusters**,2020,,2762,104,205,,229,229,321,655,596,213,72,36,102,0,0,
NATIONAL CAPITAL REGION (NCR),City of Manila,2020,,9760,214,821,,1632,2121,2025,1066,586,454,319,243,171,103,5,
NATIONAL CAPITAL REGION (NCR),City of Mandaluyong,2020,,2177,33,146,,414,518,424,255,101,59,39,33,49,106,0,
NATIONAL CAPITAL REGION (NCR),City of Marikina,2020,,3163,23,60,,288,799,622,407,245,218,163,103,234,1,0,
NATIONAL CAPITAL REGION (NCR),City of Pasig,2020,,4164,36,148,,587,953,1071,461,241,165,127,104,179,92,0,
NATIONAL CAPITAL REGION (NCR),Quezon City,2020,,18332,323,881,,2403,3552,4309,2179,1104,798,673,638,1213,259,0,
NATIONAL CAPITAL REGION (NCR),City of San Juan,2020,,873,6,27,,89,148,123,95,58,51,36,39,62,138,1,
NATIONAL CAPITAL REGION (NCR),City of Caloocan,2020,,8026,114,289,,779,1420,1931,1317,877,597,371,168,160,3,0,
NATIONAL CAPITAL REGION (NCR),City of Malabon,2020,,1758,26,56,,275,478,384,244,143,61,34,28,25,2,2,
NATIONAL CAPITAL REGION (NCR),City of Navotas,2020,,965,50,112,,238,179,147,109,84,20,11,11,3,0,1,
NATIONAL CAPITAL REGION (NCR),City of Valenzuela,2020,,2433,34,78,,335,655,553,297,136,106,91,57,89,2,0,
NATIONAL CAPITAL REGION (NCR),City of Las Piñas,2020,,3105,28,111,,391,687,686,354,189,156,148,149,206,0,0,
NATIONAL CAPITAL REGION (NCR),City of Makati,2020,,3330,27,106,,341,559,647,380,188,154,126,87,194,521,0,
NATIONAL CAPITAL REGION (NCR),City of Muntinlupa,2020,,2432,15,81,,244,477,651,240,139,111,102,130,168,74,0,
NATIONAL CAPITAL REGION (NCR),City of Parañaque,2020,,4152,72,258,,650,864,697,394,274,213,190,216,316,8,0,
NATIONAL CAPITAL REGION (NCR),Pasay City,2020,,2063,11,111,,384,475,423,221,112,106,47,54,51,67,1,
NATIONAL CAPITAL REGION (NCR),City of Taguig,2020,,3571,37,151,,536,751,943,507,202,175,110,67,47,45,0,
NATIONAL CAPITAL REGION (NCR),Pateros,2020,,416,0,6,,59,99,116,48,31,27,14,8,8,0,0,
CORDILLERA ADMINISTRATIVE REGION (CAR),Abra,2020,,1983,4,6,,25,264,503,413,284,203,146,67,68,0,0,
CORDILLERA ADMINISTRATIVE REGION (CAR),Apayao,2020,,981,6,20,,111,228,273,134,84,52,30,25,18,0,0,
CORDILLERA ADMINISTRATIVE REGION (CAR),Benguet,2020,,3204,2,34,,161,438,645,611,406,367,217,167,156,0,0,
CORDILLERA ADMINISTRATIVE REGION (CAR),Ifugao,2020,,1834,1,34,,184,354,394,346,207,130,90,51,42,1,0,
CORDILLERA ADMINISTRATIVE REGION (CAR),Kalinga,2020,,2496,0,4,,53,389,602,541,371,273,151,61,51,0,0,
CORDILLERA ADMINISTRATIVE REGION (CAR),Mountain Province,2020,,1429,3,18,,110,320,344,265,172,97,50,32,18,0,0,
CORDILLERA ADMINISTRATIVE REGION (CAR),City of Baguio,2020,,1760,1,17,,39,120,244,326,245,261,172,154,181,0,0,
REGION I (ILOCOS REGION),Ilocos Norte,2020,,3465,15,60,,143,465,874,665,455,368,185,119,115,1,0,
REGION I (ILOCOS REGION),Ilocos Sur,2020,,4551,110,353,,453,570,719,632,540,451,303,183,237,0,0,
REGION I (ILOCOS REGION),La Union,2020,,4814,9,80,,314,682,1098,944,656,445,280,178,127,1,0,
REGION I (ILOCOS REGION),Pangasinan,2020,,18653,255,797,,1632,2686,3815,3584,2484,1682,863,446,386,23,0,
