region,in_scope,province,city,location,description,price,bedrooms,bathrooms,floor_area,land_area,price_per_sqm_floor,price_per_sqm_land,price_per_bedroom,bb_ratio,far,latitude,longitude
NCR,TRUE,Ncr,Quezon City,"C. Salvador Loyola Heights, Quezon City","For Sale: 4 Bedroom Duplex House in Varsity Hills, Loyola Heights, Quezon City",49000000,4,3,350,240,140000,204166.6667,12250000,1.333333333,1.458333333,14.6408237,121.0723185
N/A,FALSE,N/A,Calamba,"Canlubang, Calamba","4BR Brand New House And Lot In Treviea, Nuvali",34000000,4,4,302,250,112582.7815,136000,8500000,1,1.208,14.2160319,121.1080378
N/A,FALSE,N/A,Lipa,"Bel-Air Residences, Marauoy, Lipa City, Batangas, Philippines Marauoy, Lipa","3-Bedroom House & Lot For Sale at Bel Air Residences Lipa City, Batangas",8210000,3,3,165,139,49757.57576,59064.7482,2736666.667,1,1.18705036,N/A,N/A
N/A,FALSE,N/A,San Fernando,San Fernando,For Sale House in San Fernando Single Attached 4-Bedroom w/ Carport and Balcony,6600000,4,3,160,128,41250,51562.5,1650000,1.333333333,1.25,15.0587568,120.631483
N/A,FALSE,N/A,Calamba,"Canlubang, Calamba","For Sale! Nuvali Townhouse Brand New Unit P700k discount in Calamba, Laguna",5000000,3,2,60,50.6,83333.33333,98814.22925,1666666.667,1.5,1.185770751,14.2160319,121.1080378
N/A,FALSE,N/A,Tanza,"Santol, Tanza",3 Bedroom Townhose For Sale in Pleasantfields in Tanza Cavite,2918752,3,1,50,63,58375.04,46329.39683,972917.3333,3,0.793650794,14.3748175,120.8733793
Central Luzon,TRUE,Tarlac,Burot,"Burot, Tarlac",For Sale 3 Bedroom Townhouse in Tuscany North Estate Burot Tarlac-uno,1750000,3,1,42,48,41666.66667,36458.33333,583333.3333,3,0.875,15.4139853,120.600176
N/A,FALSE,N/A,San Fernando,"Telabastagan, San Fernando",Sophisticated Huge House With Pool For Sale In Essel Park Subd. Angeles City,45000000,6,7,537,900,83798.88268,50000,7500000,0.857142857,0.596666667,15.1142829,120.6088717
N/A,FALSE,N/A,Trece Martires,"Lapidario Rd, 4109 Trece Martires City, Philippines Lapidario, Trece Martires",Pre Selling House and Lot for sale thru Pag-Ibig Financing in Trece Martires,3114170,2,2,57,50,54634.5614,62283.4,1557085,1,1.14,N/A,N/A
N/A,FALSE,N/A,Talisay,"Talisay, Estefania, Bacolod City, Negros Occidental Matab-Ang, Talisay","4 Bedroom House and Lot for Sale at The Fountain Grove, Bacolod City",11129760,4,3,192,180,57967.5,61832,2782440,1.333333333,1.066666667,N/A,N/A
NCR,TRUE,Ncr,Quezon City,"Cenacle Rd, 1128 Quezon City, Philippines Culiat, Quezon City",5Bedrooms for Sale in Brizlane Residences Tandang Sora Quezon City.,19495000,5,4,312,98,62483.97436,198928.5714,3899000,1.25,3.183673469,N/A,N/A
N/A,FALSE,N/A,Santa Rosa,"Rosepointe Tagapo, Santa Rosa","Single Attached house in Laguna, Rosepointe Santa Rosa,2 to 3 bedrooms, Near Sm",5450000,3,1,102,80,53431.37255,68125,1816666.667,3,1.275,N/A,N/A
N/A,FALSE,N/A,Silang,"Inchican, Silang",Ayala Westgrove Heights 2 Storey House 5 Bedrooms for Sale,55000000,5,N/A,530,410,103773.5849,134146.3415,11000000,N/A,1.292682927,14.2510549,121.0527366
N/A,FALSE,N/A,Las Pinas,"Pulang Lupa Uno, Las Pinas","3 Bedroom Townhouse for Sale in Jeanette Gardens 1, Las Piñas City",5980000,3,2,95,58,62947.36842,103103.4483,1993333.333,1.5,1.637931034,14.4764854,120.9719211
N/A,FALSE,N/A,Capas,"Cubcub, Capas",For Sale 4BR Single Detached House & Lot near New Clark Green City in Capas,5887000,3,2,98,198,60071.42857,29732.32323,1962333.333,1.5,0.494949495,15.3329902,120.5914796
N/A,FALSE,N/A,General Trias,"Panungyanan, General Trias, Calabarzon, Philippines Panungyanan, General Trias","Linnea Model - Affordable House and Lot Single Attached For Sale, General Trias",4136000,3,2,77.25,120,53540.45307,34466.66667,1378666.667,1.5,0.64375,N/A,N/A
N/A,FALSE,N/A,Pandi,"Siling Matanda, Pandi","Affordable 2 Storey Townhouse with 2 Bedroom for sale in Pandi, Bulacan",1227966,2,1,46.6,40,26351.20172,30699.15,613983,2,1.165,14.9041477,120.989765
N/A,FALSE,N/A,Baliuag,"Along Calle Rizal, Brgy Sta Barbara Baliuag City Bulacan Santa Barbara, Baliuag",Clean Title Brand New House and Lot For Sale in Baliuag 5 Bedroom 2 Car Garage,9800012,5,3,209,204,46890.00957,48039.27451,1960002.4,1.666666667,1.024509804,N/A,N/A
N/A,FALSE,N/A,Binan,"San Francisco, Binan",JADE Model Duplex at Olovarez Homes Southwoods Binan,5899500,2,2,70.85,84,83267.46648,70232.14286,2949750,1,0.843452381,14.3332614,121.0557498
N/A,FALSE,N/A,Tanza,"Lumina Tanza, Bagtas, Tanza, Cavite, Philippines Bagtas, Tanza","For Sale: 3 Bedroom with Carport Affordable House & Lot in Lumina Tanza, Cavite",2762000,3,1,53,63,52113.20755,43841.26984,920666.6667,3,0.841269841,N/A,N/A
N/A,FALSE,N/A,Lipa,"Santo Toribio, Lipa","For Sale Townhouse 3-BR provision, Pag-Ibig Housing Loan, Lipa City",1280000,3,1,45,36,28444.44444,35555.55556,426666.6667,3,1.25,13.9107927,121.2158275
N/A,FALSE,N/A,Binangonan,"Gulod, Binangonan","Duplex 3 bedrooms  For Sale in St. Monique Valais Binangonan, Rizal",3000000,3,3,132,66,22727.27273,45454.54545,1000000,1,2,14.3481172,121.21572
N/A,FALSE,N/A,Antipolo,"San Isidro, Antipolo",RFO Sleek 4-Bedroom Single Attached House w/ Only 10% DP–Modern Living Made Easy,13500000,4,3,187,170,72192.51337,79411.76471,3375000,1.333333333,1.1,14.5898029,121.1819903
N/A,FALSE,N/A,Consolacion,"Nangka, Consolacion, Central Visayas, Philippines Nangka, Consolacion",READY FOR OCCUPANCY 2- bedroom townhouse for sale in Consolacion Cebu,4638990,2,2,78,50,59474.23077,92779.8,2319495,1,1.56,N/A,N/A
N/A,FALSE,N/A,Mabalacat,"Duquit, Mabalacat",Brand new Corner House. Clark Manor Dau Mabalacat Pamp. near Clark,11800000,3,3,190,137,62105.26316,86131.38686,3933333.333,1,1.386861314,15.1779337,120.6013701
N/A,FALSE,N/A,San Fernando,"Sindalan, San Fernando","More Freebies,Preselling House for Sale in Madonna Residences, Sn Fdo. Pampanga",7350000,4,43,135,164,54444.44444,44817.07317,1837500,0.093023256,0.823170732,15.0785115,120.6415215
N/A,FALSE,N/A,Mabalacat,"Duquit, Mabalacat",House for Sale in Clark Manor Pampanga near Clark,12500000,4,4,203,120,61576.35468,104166.6667,3125000,1,1.691666667,15.1779337,120.6013701
N/A,FALSE,N/A,Lapu-Lapu,"Subabasbas, Lapu-Lapu","Newly Built 4 Bedroom House for Sale in Lapu-Lapu City, Cebu",15000000,4,2,126,147,119047.619,102040.8163,3750000,2,0.857142857,N/A,N/A
N/A,FALSE,N/A,Tanza,"Santol, Tanza","For Sale: RFO 2 Bedroom House and Lot In Pleasantfields, Tanza, Cavite",2989049,2,1,50,50,59780.98,59780.98,1494524.5,2,1,14.3748175,120.8733793
N/A,FALSE,N/A,Talisay,"Cadulawan, Talisay","5 Bedroom Brand New House with Pool for Sale in Talisay City, Cebu",48000000,5,7,769,407,62418.72562,117936.1179,9600000,0.714285714,1.889434889,10.2789235,123.8433228
N/A,FALSE,N/A,Mabalacat,"Sapang Biabas, Mabalacat","House and Lot For Sale w/ Balcony & Carport in Mabalacat, Pampanga",2164500,2,1,50,65,43290,33300,1082250,2,0.769230769,15.1987752,120.6026101
N/A,FALSE,N/A,Dumaguete,"Junob, Dumaguete","House and Lot For Sale Along National Highway in Junob, Dumaguete City",65000000,8,5,1000,3289,65000,19762.84585,8125000,1.6,0.304043782,9.2958489,123.2833574
NCR,TRUE,Ncr,Quezon City,"Rosal Street Corner Betty Go New Manila, Quezon City","Pre-Selling 5BR Townhouse for sale in New Manila, Quezon City",60000000,5,5,384,122,156250,491803.2787,12000000,1,3.147540984,N/A,N/A
N/A,FALSE,N/A,Imus,"Anabu I-D, Imus","4-Bedroom Luxurious House and Lot with Balcony For Sale in Imus, Cavite",11300000,4,3,203,150,55665.02463,75333.33333,2825000,1.333333333,1.353333333,14.3893122,120.938141
N/A,FALSE,N/A,Dasmarinas,"Salitran III, Dasmarinas","2-Storey Single Detached, 4 Bedroom House Dasmariñas",9270000,4,3,121,120,76611.57025,77250,2317500,1.333333333,1.008333333,14.34376215,120.9452533
N/A,FALSE,N/A,Davao,"Communal, Davao","4 Bedroom 2 Bath, Fully Furnished House and Lot For Sale in Diamond Heights",7600000,4,4,100,100,76000,76000,1900000,1,1,7.1413022,125.6226189
NCR,TRUE,Ncr,San Juan,"Pasadena, San Juan","RFO Townhouse for sale in San Juan, 5 Bedrooms, 3 Car Garage",35120000,5,5,264,92.58,133030.303,379347.5913,7024000,1,2.851587816,14.6087274,121.0332511
NCR,TRUE,Ncr,San Juan,"Pasadena, San Juan","RFO Townhouse for sale in San Juan, 4 Bedrooms, 3 Car Garage",35710000,4,4,257,82.03,138949.4163,435328.5383,8927500,1,3.133000122,14.6087274,121.0332511
NCR,TRUE,Ncr,Muntinlupa,"Alabang, Muntinlupa","5 Bedroom Single Detached House and lot in Daang Reyna, Alabang (SAMANTHA)",16884800,5,4,195,240,86588.71795,70353.33333,3376960,1.25,0.8125,14.4185637,121.0447216
N/A,FALSE,N/A,Santa Maria,"Caysio Road, Santa Maria, Bulacan Caysio, Santa Maria",Spacious Single Attached House and Lot near Bocaue Exit,5400000,3,2,75.26,80,71751.26229,67500,1800000,1.5,0.94075,14.8482305,120.969695
NCR,TRUE,Ncr,San Juan,"Pasadena, San Juan","RFO Townhouse for sale in San Juan, 3 Bedrooms, 2 Car Garage",24590000,3,2,183,54.67,134371.5847,449789.647,8196666.667,1.5,3.347356868,14.6087274,121.0332511
NCR,TRUE,Ncr,San Juan,"186 Averilla St., San Juan City Little Baguio, San Juan","4 Bedrooms House and Lot in 186 Averilla, San Juan City, Metro Manila",42000000,4,5,280,100,150000,420000,10500000,0.8,2.8,N/A,N/A
NCR,TRUE,Ncr,Quezon City,"Brgy. Sta. Monica Novaliches, Quezon City","4BR 3-Storey Duplex House for Sale at Palmera Homes 1 in Novaliches, Quezon City",10280000,4,4,220,92,46727.27273,111739.1304,2570000,1,2.391304348,N/A,N/A
N/A,FALSE,N/A,Magalang,"Santo Rosario, Magalang","Duplex House For Sale near Clark, Hamana Homes, Magalang, Pampanga",3185421,3,2,54,90,58989.27778,35393.56667,1061807,1.5,0.6,15.2447956,120.6371342
N/A,FALSE,N/A,Calamba,"Nuvali Blvd, 4026 Santa Rosa, Philippines Canlubang, Calamba","3 Bedroom House and Lot For Sale in Southdale Nuvali, Laguna, Preselling",10762500,3,2,85,138,126617.6471,77989.13043,3587500,1.5,0.615942029,N/A,N/A
N/A,FALSE,N/A,Mabalacat,"Dau, Mabalacat","For Sale Contemporary House in Dau, Mabalacat near Bus Terminal & Airport",8300000,3,3,144,100,57638.88889,83000,2766666.667,1,1.44,15.1760734,120.5887353
NCR,TRUE,Ncr,Quezon City,"East Fairview near Commonwealth Quezon City Fairview, Quezon City",RFO 2 Storey Townhouse for sale in East Fairview near Commonwealth Quezon City,6200000,3,3,100,30,62000,206666.6667,2066666.667,1,3.333333333,N/A,N/A
N/A,FALSE,N/A,Silang,"Inchican, Silang","For Sale 4-Bedroom House in Bali Mansions South Forbes, Silang, Cavite",35000000,4,5,368,277,95108.69565,126353.7906,8750000,0.8,1.328519856,14.2510549,121.0527366
NCR,TRUE,Ncr,Quezon City,"Batasan Hills, Quezon City","Pre-selling 3-Bedroom House for Sale in Filinvest II, Quezon City",14000000,3,3,170,121,82352.94118,115702.4793,4666666.667,1,1.404958678,14.6862585,121.099335
N/A,FALSE,N/A,Antipolo,"San Luis, Antipolo",Cottonwood Heights Antipolo House & Lot For Sale in Rizal,16000000,2,2,100,200,160000,80000,8000000,1,0.5,14.6043281,121.1981422
NCR,TRUE,Ncr,Quezon City,"Lot 2-A Benefits corner Dividend Street Project 8, Quezon City","3-Bedroom Townhouse with Roof Deck for Sale at Project 8, Quezon City",12800000,3,3,165,52,77575.75758,246153.8462,4266666.667,1,3.173076923,N/A,N/A
NCR,TRUE,Ncr,Quezon City,"Bagbag, Quezon City",For Sale Ready For Occupancy Affordable Townhouse in Quezon City,5116623,3,2,68,50,75244.45588,102332.46,1705541,1.5,1.36,14.6984863,121.0327857
Central Luzon,TRUE,Bulacan,Matungao,"Matungao, Bulacan","L-TH-1-196 - Acquired Property for Sale in, Lot 41, Block 8, Modena Street, Camella Bulakan Subdivision, Phase 1, Brgy. Matungao, Bulacan, Bulacan",2182300,N/A,N/A,26.5,107,82350.9434,20395.3271,N/A,N/A,0.247663551,14.8030969,120.8804129
N/A,FALSE,N/A,Pulilan,"Poblacion, Pulilan","3 Bedrooms, 2 Toilet and Bath House and Lot for Sale in Pulilan, Bulacan",15000000,3,2,250,484,60000,30991.73554,5000000,1.5,0.516528926,14.902206,120.8487909
NCR,TRUE,Ncr,Quezon City,"Lourdes, Quezon City",Refreshing New Townhouse near Banawe Area,33000000,4,5,309,93,106796.1165,354838.7097,8250000,0.8,3.322580645,14.625804,121.0020456
NCR,TRUE,Ncr,Makati,"Poblacion, Makati",OLD HOUSE & LOT POBLACION MAKATI FOR SALE near Makati Ave,78000000,3,3,250,150,312000,520000,26000000,1,1.666666667,14.566261,121.0313853
N/A,FALSE,N/A,Las Pinas,Las Pinas,"5 Bedroom House and Lot For Sale in Las Pinas Rotale Estate, Las Pinas",19500000,5,4,386,251,50518.13472,77689.24303,3900000,1.25,1.537848606,14.4809012,120.9817861
NCR,TRUE,Ncr,Quezon City,"Culiat, Quezon City","Brand New 4 Bedroom Townhouse For Sale in Sanville Subd., Quezon City",24430000,4,4,350,110,69800,222090.9091,6107500,1,3.181818182,14.6679617,121.0565912
NCR,TRUE,Ncr,Quezon City,"Congressional Avenue, Quezon City",Townhouse for sale in EDSA Muñoz Congressional Avenue Quezon City SNR Project 8,11300000,3,3,120,60,94166.66667,188333.3333,3766666.667,1,2,14.6679427,121.0340442
N/A,FALSE,N/A,Cebu,"Guadalupe, Cebu","4-Bedroom House in Tuscania Garden Residences, Guadalupe, Cebu City for Sale",15000000,4,3,150,120,100000,125000,3750000,1.333333333,1.25,9.7340326,123.3656366
N/A,FALSE,N/A,San Fernando,"Barangay Sindalan, San Fernando, Pampanga Sindalan, San Fernando","4 Bedroom House and Lot for Sale at Madonna Residences, San Fernando, Pampanga",7650000,4,3,135,164,56666.66667,46646.34146,1912500,1.333333333,0.823170732,15.0771316,120.6482244
NCR,TRUE,Ncr,Pasig,Pasig,"House and Lot For Sale in Victoria Place Executive Village, Pasig City",24000000,5,3,450,250,53333.33333,96000,4800000,1.666666667,1.8,14.5605166,121.0764343
N/A,FALSE,N/A,San Fernando,"Del Carmen, San Fernando","Bare type Townhouse for sale in San Fernando, Pampanga",1873945,2,1,47,40,39871.17021,46848.625,936972.5,2,1.175,15.0487446,120.6882894
N/A,FALSE,N/A,Las Pinas,"Almanza Dos, Las Pinas","4 Bedroom House and Lot for Sale in Almanza Dos, Las Piñas City",7000000,4,2,150,163,46666.66667,42944.78528,1750000,2,0.920245399,14.4234362,121.0223422
N/A,FALSE,N/A,Lipa,"F. Rodelas Rd. Barangay Bolbok Lipa City Bolbok, Lipa",House and Lot in Lipa,2913000,3,2,60.5,50,48148.76033,58260,971000,1.5,1.21,N/A,N/A
N/A,FALSE,N/A,Paranaque,"Sun Valley, Paranaque",Brand New Modern 3-Storey House & Lot for Sale in Parañaque City,12000000,5,5,210,75,57142.85714,160000,2400000,1,2.8,14.4888415,121.0325173
N/A,FALSE,N/A,Antipolo,"San Luis, Antipolo","For Sale: 3-Storey House and Lot in Antipolo, Rizal [Near Robinsons Antipolo]",19500000,5,5,N/A,542,N/A,35977.85978,3900000,1,N/A,14.6043281,121.1981422
N/A,FALSE,N/A,Angeles,"Aldea Grove Estate Angeles Pampanga Mining, Angeles","Aldea Grove Estates 3 Bedroom House and Lot for Sale in Angeles, Pampanga",10810000,3,2,95,129,113789.4737,83798.44961,3603333.333,1.5,0.736434109,N/A,N/A
NCR,TRUE,Ncr,Caloocan,"Bagumbong, Caloocan City North, National Capital Region, Philippines Bagumbong, Caloocan","Townhouse for Sale near SM at Evergreen Executive Village, Caloocan",3700000,3,1,57,56.25,64912.2807,65777.77778,1233333.333,3,1.013333333,N/A,N/A
NCR,TRUE,Ncr,Quezon City,"Fairview, Quezon City","Single Detached House for Sale near Dona Carmen MRT Station, Quezon City",18000000,5,3,300,400,60000,45000,3600000,1.666666667,0.75,14.7055228,121.0742821
N/A,FALSE,N/A,Las Pinas,"Talon Dos, Las Pinas","4 Bedroom House for Sale in BF Resort Village, Las Piñas City",8500000,4,2,160,102,53125,83333.33333,2125000,2,1.568627451,14.4330886,120.9847045
NCR,TRUE,Ncr,Quezon City,"Filinvest 2 Batasan Commonwealth Quezon City Townhouse Katipunan, Teachers Village, UP Diliman, Ateneo, Miriam, City Hall, Philippine Kidney Hospital, Heart Center, Lung Center, MRT EDSA, SM North EDSA, Trinoma Congress, Batasang Pambansa House and Lot, Commonwealth, Quezon City",Fully Furnished House and Lot For Sale in Filinvest 2 Commonwealth Quezon City,22500000,4,4,246,194,91463.41463,115979.3814,5625000,1,1.268041237,N/A,N/A
NCR,TRUE,Ncr,Quezon City,"Tandang Sora, Quezon City",3 Garage 4BR Townhouse For Sale in Tandang Sora Quezon City Nr Mindanao Avenue,9750000,4,4,148.73,58.53,65555.03261,166581.2404,2437500,1,2.541090039,14.6818637,121.0322006
N/A,FALSE,N/A,Paranaque,"B.F. Homes, Paranaque","For Sale Senior-Friendly Bungalow House in BF Homes, Parañaque City",24950000,5,4,250,280,99800,89107.14286,4990000,1.25,0.892857143,14.4462789,121.0274109
NCR,TRUE,Ncr,Quezon City,"Novaliches, Quezon City",2-Storey Townhouse with 3 Bedrooms for Sale in Quezon City (RFO),5710000,3,4,117,43.33,48803.4188,131779.3676,1903333.333,0.75,2.700207708,14.7209396,121.038922
N/A,FALSE,N/A,Cebu,"Talamban, Cebu","4 Bedroom Modern Contemporary House for Sale in Pristina North, Talamban, Cebu",35000000,4,4,300,336,116666.6667,104166.6667,8750000,1,0.892857143,10.3693575,123.9169315
N/A,FALSE,N/A,Paranaque,"B.F. Homes, Paranaque","Brand New BF Homes Modern House for sale in B.F. Homes, Parañaque",34000000,4,5,380,286,89473.68421,118881.1189,8500000,0.8,1.328671329,14.4462789,121.0274109
NCR,TRUE,Ncr,Quezon City,"Project 8, Quezon City",3 Storey Townhouse For Sale in Project 8 nr EDSA Munoz Congressional Quezon City,9700000,3,3,200,80,48500,121250,3233333.333,1,2.5,14.6641862,121.0201724
N/A,FALSE,N/A,Calatagan,"Playa Calatagan House and lot for sale Santa Ana, Calatagan",Full sea view House and lot for sale at Playa Calatagan - beautiful sea view,29000000,5,4,200,591,145000,49069.37394,5800000,1.25,0.338409475,N/A,N/A
N/A,FALSE,N/A,Angeles,"Amsic, Angeles",Brand New Modern Two Storey House in Angeles City,11500000,4,3,190,120,60526.31579,95833.33333,2875000,1.333333333,1.583333333,15.1560029,120.5708031
N/A,FALSE,N/A,Paranaque,"Don Bosco, Paranaque","For Sale 4 Bedrooms 2 Garage Single Detached House in Better Living, Parañaque",18500000,4,4,350,210,52857.14286,88095.2381,4625000,1,1.666666667,14.4843304,121.0314209
N/A,FALSE,N/A,San Pablo,"San Ignacio, San Pablo","For Sale Single Attached House and Lot with P200K Promo Discount, San Pablo",3200000,3,2,54,88,59259.25926,36363.63636,1066666.667,1.5,0.613636364,14.0462788,121.3424202
N/A,FALSE,N/A,Angeles,"Sapalibutad, Angeles","Affordable 4 Bedrooms House and Lot for Sale in Angeles City, Pampanga",7224820,4,3,189,182,38226.56085,39696.81319,1806205,1.333333333,1.038461538,15.1638095,120.6175416
NCR,TRUE,Ncr,Pasig,"Birmingham Metropolis 3 Countryside Pasig City Santa Lucia, Pasig","3BR Townhouse For Sale in Ortigas Avenue Extension, Pasig City",6450000,3,2,70,60,92142.85714,107500,2150000,1.5,1.166666667,N/A,N/A
NCR,TRUE,Ncr,Quezon City,"New Manila, Quezon City","Modern 5 Bedroom Townhouse for Sale in New Manila, Quezon City",87000000,5,5,620,112,140322.5806,776785.7143,17400000,1,5.535714286,14.6134141,121.0291416
N/A,FALSE,N/A,San Jose Del Monte,"Rosanna Heights, Barangay San Manuel, San Jose Del Monte, Bulacan Tungkong Mangga, San Jose del Monte",For Sale 3BR House in BluHomes Katmon: Eco-Friendly Homes in San Jose del Monte,5763000,3,2,70.45,72,81802.69695,80041.66667,1921000,1.5,0.978472222,N/A,N/A
NCR,TRUE,Ncr,Pasig,"San Miguel, Pasig","4-BR Single-Attached House and Lot in San Miguel, Pasig City",8500000,4,N/A,120,91,70833.33333,93406.59341,2125000,N/A,1.318681319,14.5658684,121.0855568
NCR,TRUE,Ncr,Quezon City,"Tandang Sora Quezon City House and Lot nr Congressional Mindanao Avenue Visayas Avenue Commonwealth Teachers Village, UP Diliman, Ateneo, Project 8, Philippine Kidney Hospital, Heart Lung Center SM North EDSA, Trinoma, Quirino Highway, Novaliches, Sauyo, Pasong Tamo, Quezon City",3BR Townhouse for sale in Pasong Tamo Tandang Sora Quezon City nr Congressional,7300000,3,3,91.6,47.9,79694.32314,152400.8351,2433333.333,1,1.912317328,N/A,N/A
N/A,FALSE,N/A,Angeles,"Amsic, Angeles","Fully Furnished House and Lot in Pulu Amsic, Angeles City For Sale",18500000,4,3,217,246,85253.45622,75203.25203,4625000,1.333333333,0.882113821,15.1560029,120.5708031
N/A,FALSE,N/A,Alfonso,"Buck Estate, Alfonso",Fully Furnished 5 Bedrooms House for Sale in Tagaytay City with 2 Car Garage,25000000,5,4,N/A,226,N/A,110619.469,5000000,1.25,N/A,14.0835001,120.8542787
N/A,FALSE,N/A,Davao,"Ma-A, Davao",RUSH SALE 4 BEDROOM BRAND NEW MODERN MINIMALIST HOUSE IN MAA,13600000,4,3,148,150,91891.89189,90666.66667,3400000,1.333333333,0.986666667,7.0807144,125.5827159
NCR,TRUE,Ncr,Manila,"Philippines, Manila, Barangay 521, San Diego Sampaloc, Manila","For Sale 4 Storey Townhouse at Sampaloc, Manila City",11900000,3,4,180,52.5,66111.11111,226666.6667,3966666.667,0.75,3.428571429,14.6130359,120.9816425
N/A,FALSE,N/A,Davao,"Buhangin, Davao",Rush Sale!! 5 Bedroom Brand New & Fully Furnished House near Davao Airport,14000000,5,4,300,162,46666.66667,86419.75309,2800000,1.25,1.851851852,7.1469686,125.5940509
N/A,FALSE,N/A,Baguio,"Pinget, Baguio","Walking distance Property near SLU Annex, Baguio City for Sale!",6800000,1,1,35,168,194285.7143,40476.19048,6800000,1,0.208333333,16.4275072,120.5850982
N/A,FALSE,N/A,Calamba,"Treveia, NUVALI, Barangay Canlubang, Calamba City, Laguna Canlubang, Calamba","Nuvali Treveia House and Lot with 4BR for Sale in Canlubang, Calamba, Laguna",30000000,4,4,302,250,99337.74834,120000,7500000,1,1.208,N/A,N/A
NCR,TRUE,Ncr,Mandaluyong,Mandaluyong,House and Lot for sale in Mandaluyong City,33000000,4,4,275,201,120000,164179.1045,8250000,1,1.368159204,14.5774392,121.0338973
NCR,TRUE,Ncr,Caloocan,"Camarin, Caloocan","3 Bedrooms House with Garage For Sale in Liliesville, Caloocan City",5600000,3,3,97,50,57731.95876,112000,1866666.667,1,1.94,14.7560394,121.0492887
N/A,FALSE,N/A,Angeles,"Amsic, Angeles",MODERN SCANDINAVIAN HOUSE IN ANGELES CITY,15500000,4,3,220,165,70454.54545,93939.39394,3875000,1.333333333,1.333333333,15.1560029,120.5708031
N/A,FALSE,N/A,Paranaque,"B.F. Homes, Paranaque","BF Northwest, Parañaque: House and Lot for Sale, with Pool, 5BR, 4 parking, New",90000000,5,6,860,586,104651.1628,153583.6177,18000000,0.833333333,1.467576792,14.4462789,121.0274109
N/A,FALSE,N/A,Angeles,Angeles,Brand New Two - Storey House in Angeles City,9500000,4,3,190,120,50000,79166.66667,2375000,1.333333333,1.583333333,15.1389351,120.5875321
N/A,FALSE,N/A,Calamba,"Canlubang, Calamba",Treveia Nuvali House And Lot For Sale,30000000,4,4,302,250,99337.74834,120000,7500000,1,1.208,14.2160319,121.1080378
N/A,FALSE,N/A,Calamba,"Canlubang, Calamba","6-BR Brand New Modern Contemporary House in Mirala Nuvali, Calamba",45000000,6,5,442,448,101809.9548,100446.4286,7500000,1.2,0.986607143,14.2160319,121.1080378
N/A,FALSE,N/A,Talisay,"Lagtang, Talisay","4 Bedroom House with Panoramic View in Kishanta, Talisay City, Cebu",28000000,4,4,330,200,84848.48485,140000,7000000,1,1.65,10.2669491,123.8335173
N/A,FALSE,N/A,Las Pinas,"Almanza Dos, Las Pinas",VERSAILLES PALACE ALABANG GLOBAL CITY,29000000,3,5,220,256,131818.1818,113281.25,9666666.667,0.6,0.859375,14.4234362,121.0223422
N/A,FALSE,N/A,Silang,"Puting Kahoy, Silang",Ayala Westgrove Heights 4-Bedroom House For Sale,68000000,4,5,506,389,134387.3518,174807.1979,17000000,0.8,1.300771208,14.2158649,121.0316311
NCR,TRUE,Ncr,Taguig,"Western Bicutan, Taguig","3 Bedroom Townhouse for Sale in AFPOVAI, Taguig",11000000,3,3,100,30,110000,366666.6667,3666666.667,1,3.333333333,14.5095273,121.0380244
N/A,FALSE,N/A,San Pablo,"San Ignacio, San Pablo","For sale 2 Bedroom Townhouse along the highway in San Pablo, Laguna",1800000,2,1,40,44,45000,40909.09091,900000,2,0.909090909,14.0462788,121.3424202
N/A,FALSE,N/A,Angeles,"Mining, Angeles, Pampanga, Philippines Mining, Angeles","4-Bedroom House and Lot for Sale in Mining, Angeles City, Pampanga",12000000,4,3,186,120,64516.12903,100000,3000000,1.333333333,1.55,N/A,N/A
N/A,FALSE,N/A,Las Pinas,"Talon Singko, Las Pinas",Rush Sale 3-Bedroom Townhouse near SM Southmall in Las Piñas City,7000000,3,3,112,89,62500,78651.68539,2333333.333,1,1.258426966,14.4292773,121.0032155
NCR,TRUE,Ncr,Quezon City,"Fairview, Quezon City","East Fairview House and Lot 3 Bedrooms, 3 Toilet and Bath, Quezon City For Sale",8350000,3,3,102,68,81862.7451,122794.1176,2783333.333,1,1.5,14.7055228,121.0742821
N/A,FALSE,N/A,Las Pinas,"Almanza Dos, Las Pinas",Philamlife Village Las Pinas House and Lot for Sale,25000000,4,5,250,235,100000,106382.9787,6250000,0.8,1.063829787,14.4234362,121.0223422
N/A,FALSE,N/A,Carmona,"Cabilang Baybay, Carmona","5-Bedroom House and Lot for Sale in Manila Southwoods, Carmona, Cavite",62000000,5,5,447,816,138702.4609,75980.39216,12400000,1,0.547794118,14.3175013,121.0512123
N/A,FALSE,N/A,Silang,"Inchican, Silang",House and Lot for Sale in Silang Cavite Near Nuvali,35400000,4,4,391,336,90537.0844,105357.1429,8850000,1,1.163690476,14.2510549,121.0527366
N/A,FALSE,N/A,Cainta,"San Isidro, Cainta","RFO House For Sale in Serra Homes Filinvest East Homes, Cainta",16800000,4,4,221.23,201.9,75939.06794,83209.50966,4200000,1,1.095740466,14.6092561,121.1106377
NCR,TRUE,Ncr,Quezon City,"Sacred Heart, Quezon City",For Sale : 3 Bedroom House & Lot at Scout Area in Quezon City,66060000,3,2,N/A,367,N/A,180000,22020000,1.5,N/A,14.6313914,121.0389159
